
Loading shared libraries: /Users/skhalil/Desktop/BPrime/8TeV/Analysis/Trees/Electrons/Jun11/SingleEle-Run2012B-13Jul2012_nominal.root 1
total events =  3426 , cuts: trigSigEle_path==1 && lepEt > 30 && eMVA > 0.90 && lepIso <0.1 && njets>=4 && centrality >0.4 && jetEt[0]>200 && jetEt[1]>60 && jetEt[2]>40 && nTagsCSVM >= 1 && met > 20
************************************************
*    Row   * runNumber * lumiNumbe * eventNumb *
*  8057367 *    207099 *       153 * 173803158 *
*  8057509 *    207099 *       154 * 175586040 *
*  8059884 *    207515 *      1000 * 1.401e+09 *
*  8065439 *    207889 *       519 * 542195164 *
*  8065902 *    207889 *       538 * 560017568 *
*  8071174 *    207099 *       708 * 983279184 *
*  8072896 *    207454 *       310 * 476759808 *
*  8078640 *    207487 *       101 * 145808129 *
*  8078975 *    207487 *       102 * 146728172 *
*  8079756 *    207487 *       110 * 161319448 *
*  8080537 *    207924 *       244 * 236347724 *
*  8084488 *    207921 *        32 *  34311333 *
*  8085933 *    208307 *       207 * 332368605 *
*  8086576 *    208307 *       211 * 337123749 *
*  8087613 *    208307 *      1098 * 1.374e+09 *
*  8088976 *    208307 *      1113 * 1.389e+09 *
*  8095744 *    206940 *      1020 * 1.169e+09 *
*  8095825 *    208686 *       169 * 228195881 *
*  8099510 *    206940 *       512 * 632968158 *
*  8102831 *    207214 *       390 * 617951695 *
*  8103355 *    207214 *       409 * 644844711 *
*  8109187 *    207099 *       575 * 820601691 *
*  8110638 *    207220 *       107 * 117498162 *
*  8112964 *    207487 *        62 *  73030654 *
*  8114082 *    207905 *      1322 * 1.644e+09 *
*  8114205 *    207905 *      1323 * 1.645e+09 *
*  8115381 *    206940 *       548 * 669861625 *
*  8116516 *    207231 *      1355 * 1.726e+09 *
*  8116905 *    207231 *      1358 * 1.729e+09 *
*  8118594 *    207279 *       745 * 1.011e+09 *
*  8120598 *    207488 *       274 * 337520457 *
*  8120604 *    207488 *       274 * 338063817 *
*  8123473 *    208429 *        23 *  26516440 *
*  8131459 *    206940 *       575 * 696937567 *
*  8131973 *    207099 *      1021 * 1.329e+09 *
*  8132172 *    207099 *      1022 * 1.331e+09 *
*  8132335 *    207099 *      1055 * 1.369e+09 *
*  8134251 *    207889 *       196 * 218958514 *
*  8134673 *    207889 *       616 * 629299842 *
*  8139550 *    207273 *       324 * 358527332 *
*  8141770 *    207515 *       202 * 287232272 *
*  8142087 *    208307 *       591 * 812335115 *
*  8142631 *    208307 *       596 * 817425819 *
*  8147095 *    207320 *       278 * 227825897 *
*  8147268 *    207320 *       280 * 228833629 *
*  8148515 *    208307 *       124 * 206195232 *
*  8148787 *    208307 *       257 * 404180423 *
*  8149210 *    208307 *       259 * 407061952 *
*  8149562 *    206940 *       609 * 733023098 *
*  8149695 *    206940 *       609 * 733823164 *
*  8152071 *    207220 *       159 * 171928753 *
*  8152318 *    207279 *      1093 * 1.397e+09 *
*  8152545 *    207279 *      1094 * 1.397e+09 *
*  8152960 *    207279 *      1106 * 1.411e+09 *
*  8153509 *    207279 *      1136 * 1.443e+09 *
*  8153828 *    207515 *       931 * 1.328e+09 *
*  8158087 *    207488 *       396 * 471310041 *
*  8161018 *    207920 *       318 * 479681133 *
*  8162665 *    208487 *       198 * 341105647 *
*  8163713 *    206940 *       689 * 826158508 *
*  8164332 *    206940 *       703 * 841496208 *
*  8165771 *    207454 *      1413 * 1.783e+09 *
*  8168285 *    208353 *       339 * 397518596 *
*  8172402 *    207905 *       147 * 165020534 *
*  8173688 *    208429 *       194 * 218224253 *
*  8173754 *    208429 *       194 * 218162677 *
*  8178372 *    208307 *      1154 * 1.428e+09 *
*  8180837 *    208339 *       346 * 480417354 *
*  8181186 *    208339 *       359 * 499398604 *
*  8185582 *    207492 *       197 * 162948034 *
*  8187183 *    207515 *       318 * 497502579 *
*  8190982 *    206940 *       809 * 956837046 *
*  8195713 *    206940 *       783 * 929408149 *
*  8198643 *    207371 *       114 * 124117232 *
*  8199579 *    207371 *       124 * 141871891 *
*  8199785 *    207469 *        25 *  47359484 *
*  8202504 *    206940 *       812 * 960004181 *
*  8204159 *    208341 *       413 * 468143215 *
*  8210066 *    207454 *       758 * 1.080e+09 *
*  8211823 *    207515 *      1039 * 1.441e+09 *
*  8212961 *    207905 *       525 * 758717695 *
*  8216090 *    206940 *       854 * 1.004e+09 *
*  8216549 *    206940 *       859 * 1.008e+09 *
*  8217017 *    207515 *       461 * 728164739 *
*  8217169 *    207515 *       462 * 730429850 *
*  8219824 *    208487 *        85 * 151242603 *
*  8220293 *    208487 *        89 * 158135020 *
*  8223392 *    207454 *      1398 * 1.769e+09 *
*  8225639 *    207889 *       672 * 677853901 *
*  8226964 *    207905 *       770 * 1.055e+09 *
*  8227291 *    207905 *       772 * 1.056e+09 *
*  8227464 *    208357 *       154 * 160952691 *
*  8228905 *    206940 *       886 * 1.036e+09 *
*  8232493 *    208541 *       310 * 431110323 *
*  8235888 *    207099 *       609 * 863933109 *
*  8236450 *    208427 *        68 *  78467399 *
*  8236586 *    208427 *        69 *  81237254 *
*  8244371 *    207920 *       340 * 513977243 *
*  8244958 *    206940 *       904 * 1.054e+09 *
*  8245482 *    206940 *       910 * 1.061e+09 *
*  8251065 *    206940 *       949 * 1.099e+09 *
*  8254854 *    207491 *       333 * 339312290 *
*  8255670 *    207924 *       225 * 219464186 *
*  8255969 *    207924 *       228 * 222020600 *
*  8257795 *    208391 *       504 * 673657494 *
*  8259516 *    207905 *       222 * 301706899 *
*  8260856 *    207905 *       231 * 318492396 *
*  8261237 *    207922 *        60 *  66545597 *
*  8265756 *    207099 *       123 * 117449314 *
*  8267601 *    208391 *       574 * 749730574 *
*  8269707 *    208541 *       243 * 346890021 *
*  8271932 *    207099 *       100 *  75582158 *
*  8275147 *    207099 *       117 * 106661584 *
*  8275303 *    207099 *       119 * 111636924 *
*  8278027 *    207231 *      1161 * 1.527e+09 *
*  8278409 *    207231 *      1164 * 1.530e+09 *
*  8279445 *    207883 *        22 *  34111674 *
*  8282123 *    207099 *       128 * 126593198 *
*  8282440 *    207099 *       131 * 132358835 *
*  8291156 *    207454 *       584 * 870081380 *
*  8293824 *    207454 *      1286 * 1.657e+09 *
*  8294399 *    207454 *      1295 * 1.666e+09 *
*  8299849 *    207922 *       161 * 181888132 *
*  8304217 *    207273 *       354 * 394455789 *
*  8306833 *    207477 *       335 * 532929622 *
*  8309263 *    207099 *       212 * 280935208 *
*  8312450 *    207515 *       561 * 873864515 *
*  8312785 *    207886 *        25 *  28260464 *
*  8316218 *    207488 *       272 * 335984710 *
*  8316369 *    207488 *       273 * 336768211 *
*  8318490 *    207099 *       303 * 435218320 *
*  8320531 *    207214 *       277 * 446328507 *
*  8322257 *    208428 *       105 * 119586832 *
*  8323869 *    207099 *       275 * 389250940 *
*  8324191 *    207099 *       277 * 392556244 *
*  8325025 *    207099 *       306 * 440019518 *
*  8325783 *    207279 *        85 *  74565748 *
*  8326670 *    207279 *        89 *  82985152 *
*  8327681 *    208353 *       128 * 161097496 *
*  8330334 *    207099 *       319 * 460258993 *
*  8333602 *    207454 *      1683 * 2.028e+09 *
*  8334610 *    207454 *      1700 * 2.043e+09 *
*  8335258 *    208390 *        86 *  81246807 *
*  8335896 *    208390 *        89 *  87757280 *
*  8337974 *    207099 *       437 * 637510018 *
*  8339323 *    207099 *       362 * 526724754 *
*  8340132 *    207279 *       726 * 990227227 *
*  8340649 *    207279 *       731 * 995792162 *
*  8346883 *    207920 *       113 * 116659206 *
*  8347091 *    207920 *       114 * 117887558 *
*  8353264 *    207454 *      1577 * 1.936e+09 *
*  8354499 *    207488 *       374 * 447435768 *
*  8355204 *    207488 *       382 * 456540012 *
*  8355469 *    207099 *       337 * 488634007 *
*  8361186 *    207920 *        84 *  63472219 *
*  8362050 *    207099 *       360 * 523379020 *
*  8365868 *    208341 *       286 * 334298684 *
*  8366420 *    208487 *       488 * 740125895 *
*  8366665 *    208487 *       490 * 742737726 *
*  8367859 *    207099 *       465 * 676456897 *
*  8373365 *    208341 *        41 *  52262469 *
*  8377253 *    207222 *        82 *  77797546 *
*  8381599 *    207099 *       428 * 624969471 *
*  8383657 *    207279 *       864 * 1.138e+09 *
*  8384099 *    207279 *       871 * 1.145e+09 *
*  8386091 *    208391 *       854 * 1.056e+09 *
*  8388980 *    207099 *       484 * 701585989 *
*  8392163 *    207518 *        64 *  65434316 *
*  8392339 *    207518 *        69 *  70324286 *
*  8396798 *    207099 *       496 * 718751364 *
*  8397994 *    207100 *        20 *  20293075 *
*  8399791 *    207488 *       236 * 293824418 *
*  8400082 *    207488 *       345 * 416100493 *
*  8401281 *    207099 *       523 * 753700812 *
*  8401987 *    207099 *       486 * 705460702 *
*  8402469 *    207099 *       499 * 722273997 *
*  8404976 *    207515 *       876 * 1.267e+09 *
*  8406480 *    207099 *       492 * 712566196 *
*  8408987 *    207491 *        40 *  43222157 *
*  8410645 *    207905 *      1104 * 1.421e+09 *
*  8414890 *    207099 *       510 * 736982483 *
*  8416726 *    207889 *       719 * 718565381 *
*  8419728 *    207099 *       530 * 762982655 *
*  8421840 *    207221 *        71 *  71422161 *
*  8423387 *    207889 *       522 * 545113638 *
*  8425472 *    208339 *       200 * 258962630 *
*  8428819 *    207220 *        69 *  76074061 *
*  8430957 *    207320 *        94 *  80228233 *
*  8431194 *    207320 *        96 *  81939491 *
*  8434632 *    207099 *       564 * 806705505 *
*  8436083 *    207099 *       659 * 925321731 *
*  8437564 *    207454 *      1264 * 1.634e+09 *
*  8437608 *    207454 *      1264 * 1.634e+09 *
*  8438553 *    207515 *       611 * 943191229 *
*  8439910 *    208487 *        54 *  93574339 *
*  8440669 *    208487 *        58 * 101448087 *
*  8441799 *    207099 *       591 * 841877637 *
*  8443028 *    207099 *       940 * 1.235e+09 *
*  8444057 *    207279 *       959 * 1.244e+09 *
*  8447422 *    207454 *       877 * 1.211e+09 *
*  8448590 *    207099 *       601 * 854303174 *
*  8449403 *    207099 *       679 * 948735806 *
*  8454320 *    208428 *       213 * 232274268 *
*  8454591 *    207099 *       608 * 863071916 *
*  8455016 *    207099 *       624 * 882615559 *
*  8459383 *    207454 *      1166 * 1.529e+09 *
*  8462104 *    207099 *       617 * 874193629 *
*  8462222 *    207231 *       800 * 1.131e+09 *
*  8462694 *    207231 *       803 * 1.135e+09 *
*  8462706 *    207231 *       803 * 1.135e+09 *
*  8463216 *    207231 *       821 * 1.154e+09 *
*  8464001 *    207905 *      1393 * 1.711e+09 *
*  8464943 *    207905 *      1438 * 1.753e+09 *
*  8466208 *    207905 *      1449 * 1.763e+09 *
*  8467941 *    207099 *       619 * 875844690 *
*  8468998 *    207477 *       242 * 371787270 *
*  8470224 *    207477 *       288 * 453731057 *
*  8470558 *    207477 *       332 * 527788298 *
*  8470828 *    207477 *       334 * 530243955 *
*  8471238 *    207889 *       478 * 503987724 *
*  8471763 *    207889 *       489 * 513957736 *
*  8472001 *    207889 *       492 * 517049412 *
*  8474512 *    207214 *       668 * 977558343 *
*  8474990 *    208487 *       422 * 658274534 *
*  8477465 *    208551 *       521 * 820024532 *
*  8479718 *    207397 *        61 *  88515662 *
*  8488923 *    208341 *       356 * 407743453 *
*  8494121 *    207320 *       247 * 203467812 *
*  8494207 *    207320 *       256 * 210169921 *
*  8494420 *    207490 *       104 * 114397490 *
*  8496118 *    207099 *       642 * 905028488 *
*  8496477 *    207099 *       656 * 921086661 *
*  8496880 *    207099 *       669 * 936812125 *
*  8497970 *    207214 *       239 * 384023295 *
*  8498394 *    207214 *       209 * 332188135 *
*  8499643 *    207372 *       484 * 672623378 *
*  8500292 *    207515 *       893 * 1.286e+09 *
*  8504212 *    208551 *       491 * 779012271 *
*  8507075 *    207515 *       540 * 844389339 *
*  8509019 *    207905 *       531 * 766628690 *
*  8510178 *    208487 *       327 * 531377235 *
*  8511484 *    208487 *       337 * 545249594 *
*  8511590 *    208487 *       337 * 545570201 *
*  8511672 *    208487 *       338 * 546988217 *
*  8512440 *    207099 *       703 * 977433358 *
*  8513638 *    207920 *       746 * 1.056e+09 *
*  8514247 *    207920 *       753 * 1.063e+09 *
*  8514416 *    207920 *       754 * 1.064e+09 *
*  8514841 *    207099 *       723 * 1.000e+09 *
*  8517542 *    207214 *       504 * 773359333 *
*  8517601 *    207214 *       504 * 773392282 *
*  8519919 *    207279 *       938 * 1.220e+09 *
*  8521517 *    208487 *       227 * 385564942 *
*  8522641 *    208487 *       231 * 392620137 *
*  8523690 *    208487 *       304 * 499181964 *
*  8524821 *    208487 *       318 * 519780027 *
*  8526221 *    207099 *       745 * 1.025e+09 *
*  8530295 *    208428 *        22 *  26675820 *
*  8531101 *    207099 *       754 * 1.035e+09 *
*  8533072 *    207454 *       216 * 318076351 *
*  8536072 *    207905 *       732 * 1.012e+09 *
*  8537212 *    207099 *       761 * 1.043e+09 *
*  8538018 *    207099 *       789 * 1.073e+09 *
*  8542020 *    208307 *       384 * 572670393 *
*  8547268 *    207269 *       503 * 677340801 *
*  8547576 *    207273 *       547 * 607190282 *
*  8547743 *    207273 *       550 * 610085076 *
*  8558312 *    207397 *       140 * 238417617 *
*  8562415 *    207488 *       224 * 280540494 *
*  8562780 *    207488 *       226 * 282425108 *
*  8563706 *    207491 *       420 * 419297590 *
*  8564271 *    207491 *       431 * 428813391 *
*  8564716 *    207491 *       435 * 432713631 *
*  8565299 *    207883 *        36 *  57221543 *
*  8565334 *    207883 *        36 *  56848943 *
*  8573577 *    207099 *       869 * 1.158e+09 *
*  8578811 *    207279 *       294 * 434304832 *
*  8578844 *    207279 *       300 * 442802637 *
*  8579270 *    207279 *       309 * 457369382 *
*  8582024 *    207279 *      1129 * 1.435e+09 *
*  8582295 *    207279 *      1131 * 1.438e+09 *
*  8583087 *    207454 *       113 * 126802295 *
*  8585721 *    208551 *       359 * 589656894 *
*  8586262 *    207099 *       885 * 1.176e+09 *
*  8586499 *    207099 *       903 * 1.194e+09 *
*  8587901 *    207372 *       149 * 234002343 *
*  8588311 *    207372 *       153 * 240219186 *
*  8588316 *    207372 *       153 * 239472320 *
*  8588373 *    207372 *       154 * 241228752 *
*  8592352 *    207099 *       888 * 1.178e+09 *
*  8592733 *    207099 *       895 * 1.186e+09 *
*  8595950 *    207889 *       277 * 306301257 *
*  8596009 *    207889 *       360 * 388862838 *
*  8596999 *    207099 *       945 * 1.241e+09 *
*  8598280 *    207214 *       339 * 542988011 *
*  8601087 *    207279 *        80 *  65441594 *
*  8601451 *    207279 *        82 *  68910777 *
*  8604526 *    207099 *       975 * 1.277e+09 *
*  8611716 *    207886 *       101 * 115881009 *
*  8613439 *    208686 *       427 * 658727711 *
*  8625750 *    207454 *      1028 * 1.374e+09 *
*  8625967 *    207454 *      1029 * 1.374e+09 *
*  8626120 *    207454 *      1030 * 1.376e+09 *
*  8628908 *    208307 *       818 * 1.078e+09 *
*  8631852 *    207231 *      1464 * 1.830e+09 *
*  8633038 *    208307 *       113 * 188841852 *
*  8634010 *    208307 *       120 * 199941501 *
*  8637780 *    207233 *       115 * 100810074 *
*  8639114 *    207889 *       371 * 400025457 *
*  8639345 *    207889 *       380 * 408507457 *
*  8647043 *    207905 *       356 * 519294971 *
*  8648681 *    207099 *      1140 * 1.462e+09 *
*  8653610 *    208307 *        74 * 125014646 *
*  8653966 *    208307 *        45 *  76280359 *
*  8656941 *    207269 *       218 * 278417699 *
*  8662514 *    207100 *        39 *  40438881 *
*  8665645 *    207279 *       771 * 1.039e+09 *
*  8667141 *    208307 *       162 * 265675184 *
*  8667374 *    208307 *       164 * 268427091 *
*  8667484 *    208307 *       166 * 271984433 *
*  8667663 *    208307 *       167 * 272331070 *
*  8671625 *    207231 *      1283 * 1.655e+09 *
*  8671980 *    207231 *      1287 * 1.659e+09 *
*  8678178 *    208307 *       411 * 606028984 *
*  8680693 *    208540 *        12 *  18794707 *
*  8680823 *    208540 *        12 *  19350421 *
*  8681123 *    208686 *       264 * 398747922 *
*  8681287 *    208686 *       267 * 404563412 *
*  8681294 *    208686 *       267 * 404071080 *
*  8681934 *    208686 *       278 * 423018343 *
*  8682600 *    208686 *       283 * 432423320 *
*  8686422 *    207320 *       157 * 132015850 *
*  8687141 *    207488 *        68 *  89074021 *
*  8690787 *    207214 *        68 *  78137640 *
*  8691852 *    207231 *       592 * 881464488 *
*  8693505 *    208427 *       296 * 473273664 *
*  8698079 *    207273 *       363 * 404400588 *
