
Loading shared libraries: /Users/skhalil/Desktop/BPrime/8TeV/Analysis/Trees/Electrons/Jun11/SingleEle-Run2012B-13Jul2012_nominal.root 1
total events =  3426 , cuts: trigSigEle_path==1 && lepEt > 30 && eMVA > 0.90 && lepIso <0.1 && njets>=4 && centrality >0.4 && jetEt[0]>200 && jetEt[1]>60 && jetEt[2]>40 && nTagsCSVM >= 1 && met > 20
************************************************
*    Row   * runNumber * lumiNumbe * eventNumb *
*  6907081 *    206940 *       878 * 1.028e+09 *
*  6913838 *    207487 *       130 * 197418987 *
*  6916221 *    206859 *       711 * 1.030e+09 *
*  6919916 *    208339 *       315 * 436397645 *
*  6925259 *    207882 *        24 *  29885224 *
*  6926988 *    208307 *       652 * 881879697 *
*  6929725 *    206859 *       737 * 1.062e+09 *
*  6933835 *    208487 *       111 * 196300290 *
*  6935071 *    208487 *       122 * 215267891 *
*  6935442 *    206859 *       607 * 899978000 *
*  6940355 *    208487 *        94 * 166439391 *
*  6944269 *    206859 *       805 * 1.141e+09 *
*  6944582 *    206859 *       836 * 1.176e+09 *
*  6945457 *    207454 *      1510 * 1.875e+09 *
*  6946229 *    207454 *      1518 * 1.882e+09 *
*  6950290 *    206859 *       639 * 940832670 *
*  6954113 *    206859 *       624 * 921418350 *
*  6957851 *    207487 *       230 * 379744266 *
*  6958053 *    207487 *       235 * 387054311 *
*  6960769 *    206859 *       626 * 925047385 *
*  6961380 *    206859 *       756 * 1.083e+09 *
*  6962287 *    207454 *       554 * 830981371 *
*  6964938 *    208353 *        18 *  23542781 *
*  6965566 *    207099 *       238 * 326586577 *
*  6965934 *    207099 *       256 * 355607212 *
*  6967405 *    206859 *       732 * 1.055e+09 *
*  6967669 *    206859 *       740 * 1.065e+09 *
*  6967811 *    206859 *       740 * 1.065e+09 *
*  6970964 *    208427 *       319 * 508237737 *
*  6972682 *    208427 *       337 * 534738397 *
*  6976924 *    208551 *       561 * 871946598 *
*  6977119 *    208551 *       565 * 876269105 *
*  6983871 *    207454 *       311 * 479508707 *
*  6985559 *    207488 *       292 * 358541237 *
*  6985915 *    207488 *       296 * 362408533 *
*  6986790 *    206859 *       754 * 1.081e+09 *
*  6991715 *    208341 *       635 * 715421888 *
*  6991718 *    208341 *       635 * 715862728 *
*  6997568 *    207099 *      1150 * 1.473e+09 *
*  6998407 *    207231 *       425 * 652737872 *
*  6998479 *    207231 *       425 * 652492679 *
*  7000010 *    207231 *       433 * 664962336 *
*  7001433 *    206859 *       654 * 960152749 *
*  7002803 *    207454 *       421 * 646473709 *
*  7006787 *    206859 *       642 * 944900090 *
*  7021602 *    208487 *       429 * 667259929 *
*  7022552 *    206859 *       671 * 981536513 *
*  7026793 *    208390 *       160 * 214289296 *
*  7030298 *    206859 *       784 * 1.117e+09 *
*  7034321 *    207214 *       305 * 490415505 *
*  7035982 *    206859 *       777 * 1.109e+09 *
*  7037799 *    207454 *       512 * 774158056 *
*  7040090 *    207454 *      1973 * -2.03e+09 *
*  7041707 *    206859 *       773 * 1.104e+09 *
*  7042283 *    206859 *       792 * 1.126e+09 *
*  7044459 *    207269 *       214 * 272711425 *
*  7047122 *    207269 *       136 * 142221814 *
*  7048028 *    207269 *       176 * 210795521 *
*  7049002 *    207269 *       159 * 182018452 *
*  7050289 *    208339 *       261 * 356196546 *
*  7051837 *    208339 *       303 * 418790089 *
*  7052725 *    207099 *       520 * 750188767 *
*  7054127 *    207214 *       428 * 671324099 *
*  7056862 *    206859 *       678 * 990043251 *
*  7057886 *    207515 *      1161 * 1.578e+09 *
*  7059410 *    208353 *       176 * 218349076 *
*  7060556 *    206940 *       375 * 483853864 *
*  7061112 *    206940 *       379 * 488000470 *
*  7062109 *    206859 *       812 * 1.149e+09 *
*  7062922 *    207279 *        92 *  87524077 *
*  7063781 *    207279 *       105 * 112431359 *
*  7064001 *    207279 *       111 * 125136395 *
*  7064432 *    207454 *       331 * 511129992 *
*  7074231 *    206869 *        94 *  98922774 *
*  7074840 *    206869 *       130 * 136100657 *
*  7075200 *    206869 *       150 * 156026354 *
*  7075383 *    207922 *        25 *  25524134 *
*  7075814 *    207922 *        52 *  57234865 *
*  7077111 *    206859 *       726 * 1.048e+09 *
*  7082459 *    206859 *       844 * 1.185e+09 *
*  7083391 *    206866 *       152 * 160930601 *
*  7089115 *    206859 *       761 * 1.090e+09 *
*  7091738 *    207905 *      1251 * 1.573e+09 *
*  7095323 *    207219 *         8 *   7968584 *
*  7095491 *    207219 *         9 *  10225587 *
*  7102048 *    207922 *        18 *  18431586 *
*  7102508 *    206859 *       747 * 1.073e+09 *
*  7107210 *    207099 *       842 * 1.130e+09 *
*  7113463 *    208429 *       296 * 323428426 *
*  7117745 *    208428 *       188 * 206398679 *
*  7120598 *    207273 *       854 * 905648597 *
*  7122051 *    207279 *       616 * 864735313 *
*  7122542 *    207889 *         9 *   7745227 *
*  7124850 *    208429 *       859 * 820904874 *
*  7126984 *    207100 *        35 *  35448273 *
*  7128008 *    207231 *       785 * 1.115e+09 *
*  7130879 *    207320 *        22 *  18616377 *
*  7131813 *    206869 *       184 * 190112156 *
*  7133038 *    208391 *       716 * 900849531 *
*  7137687 *    207488 *       211 * 265626790 *
*  7138326 *    207889 *       554 * 574386314 *
*  7142541 *    206866 *        47 *  51117326 *
*  7144012 *    207515 *        95 *  87766160 *
*  7149529 *    206866 *       233 * 245297299 *
*  7150516 *    206866 *        30 *  32248069 *
*  7152220 *    207905 *       985 * 1.287e+09 *
*  7153342 *    208307 *       293 * 453900252 *
*  7155847 *    207454 *       601 * 891577487 *
*  7164729 *    207454 *       200 * 289862365 *
*  7166151 *    206869 *       126 * 131403511 *
*  7166911 *    206869 *       221 * 226713032 *
*  7169360 *    207397 *        40 *  51144120 *
*  7175399 *    206866 *        68 *  73017690 *
*  7178996 *    207269 *       283 * 377871907 *
*  7180564 *    207269 *       298 * 400633242 *
*  7183411 *    206866 *       193 * 202593122 *
*  7184480 *    207454 *      1209 * 1.575e+09 *
*  7185017 *    207454 *      1213 * 1.580e+09 *
*  7186002 *    207454 *      1240 * 1.608e+09 *
*  7186070 *    207454 *      1241 * 1.609e+09 *
*  7186432 *    207454 *      1244 * 1.613e+09 *
*  7186544 *    207454 *      1245 * 1.614e+09 *
*  7188071 *    207231 *      1271 * 1.642e+09 *
*  7188671 *    207279 *      1114 * 1.419e+09 *
*  7189523 *    207279 *      1150 * 1.458e+09 *
*  7196204 *    206866 *        82 *  88471032 *
*  7197408 *    207898 *        79 * 133858887 *
*  7199531 *    207214 *       495 * 761308049 *
*  7200839 *    207279 *       614 * 862731889 *
*  7202463 *    206866 *       226 * 236351466 *
*  7203847 *    207372 *        96 * 153715207 *
*  7205873 *    207231 *      1036 * 1.387e+09 *
*  7206194 *    207231 *      1038 * 1.389e+09 *
*  7207062 *    207279 *       158 * 210140066 *
*  7208593 *    206866 *        97 * 104212907 *
*  7209308 *    206866 *       102 * 109466915 *
*  7210540 *    207490 *         9 *   8144539 *
*  7210958 *    207490 *        21 *  20150098 *
*  7212087 *    207889 *        74 *  80793524 *
*  7212113 *    207889 *        76 *  83783560 *
*  7212408 *    207889 *        81 *  89689186 *
*  7214870 *    206866 *       120 * 127621439 *
*  7215326 *    207488 *       318 * 387207060 *
*  7220736 *    208551 *       248 * 401879752 *
*  7222738 *    206869 *       592 * 555489532 *
*  7223425 *    206869 *       599 * 561648988 *
*  7225680 *    207921 *        53 *  56220898 *
*  7226072 *    207921 *        58 *  61674165 *
*  7228025 *    207454 *      1036 * 1.383e+09 *
*  7228325 *    207454 *      1040 * 1.388e+09 *
*  7228346 *    207454 *      1040 * 1.387e+09 *
*  7230321 *    207905 *      1702 * 1.982e+09 *
*  7231716 *    208353 *       167 * 207806577 *
*  7233553 *    206866 *       132 * 140149380 *
*  7233777 *    206866 *       133 * 141518930 *
*  7236519 *    207884 *        75 * 116713308 *
*  7237421 *    207884 *       101 * 156151698 *
*  7241226 *    206866 *       137 * 145515231 *
*  7248126 *    207454 *      1500 * 1.865e+09 *
*  7248987 *    207454 *      1539 * 1.901e+09 *
*  7250372 *    207920 *       701 * 1.003e+09 *
*  7250886 *    208351 *        92 *  66937929 *
*  7251914 *    208351 *        95 *  72925075 *
*  7251931 *    208351 *        95 *  72308669 *
*  7252313 *    208351 *       142 * 155188613 *
*  7252390 *    208351 *       142 * 156636861 *
*  7254600 *    207397 *        94 * 153144386 *
*  7256892 *    206866 *       195 * 204666463 *
*  7262621 *    207398 *        28 *  44105040 *
*  7263372 *    206866 *       222 * 232232510 *
*  7267268 *    206866 *       271 * 288245701 *
*  7269167 *    208307 *       179 * 291447996 *
*  7269962 *    208307 *       181 * 293831643 *
*  7270175 *    208307 *       184 * 297473248 *
*  7272862 *    208391 *       495 * 663829097 *
*  7273261 *    208391 *       498 * 666552659 *
*  7278344 *    207889 *       204 * 227615967 *
*  7279472 *    206940 *        50 *  70347871 *
*  7279678 *    206940 *        52 *  73687360 *
*  7280167 *    206940 *        59 *  83233074 *
*  7282080 *    207454 *      1305 * 1.676e+09 *
*  7282554 *    207454 *      1309 * 1.680e+09 *
*  7283401 *    207884 *        82 * 127385901 *
*  7285448 *    208351 *       216 * 288044750 *
*  7285722 *    208351 *       217 * 289913040 *
*  7285731 *    208351 *       218 * 290598703 *
*  7290131 *    207477 *       223 * 337041605 *
*  7290604 *    207477 *       312 * 494632951 *
*  7290636 *    207477 *       312 * 493733260 *
*  7292571 *    206866 *       251 * 265323660 *
*  7300440 *    206940 *       594 * 715466108 *
*  7307625 *    206868 *        10 *  10221913 *
*  7307860 *    208341 *       481 * 546321916 *
*  7308497 *    208341 *       487 * 553837164 *
*  7309203 *    208341 *       495 * 562704716 *
*  7310916 *    208391 *       403 * 557474072 *
*  7312694 *    206869 *         7 *   7531456 *
*  7314148 *    207515 *       833 * 1.219e+09 *
*  7316165 *    207905 *       205 * 271103895 *
*  7317782 *    208427 *       402 * 627003268 *
*  7318050 *    208427 *       412 * 641491154 *
*  7319082 *    206869 *        47 *  50214382 *
*  7320074 *    207889 *       201 * 224367452 *
*  7323671 *    206940 *       643 * 773683242 *
*  7323970 *    206940 *       649 * 780664278 *
*  7327216 *    207454 *      1229 * 1.598e+09 *
*  7329440 *    207920 *       461 * 693859004 *
*  7331728 *    207372 *       131 * 207226999 *
*  7333700 *    206869 *        45 *  47236622 *
*  7334428 *    206869 *       749 * 678334153 *
*  7335286 *    208427 *       274 * 439363356 *
*  7335481 *    208427 *       272 * 435196884 *
*  7339034 *    207273 *       768 * 827201223 *
*  7340922 *    207889 *        18 *  17175853 *
*  7342954 *    208391 *        63 *  94582283 *
*  7345607 *    206869 *       176 * 182567377 *
*  7350972 *    208341 *       421 * 476475303 *
*  7353874 *    206906 *       133 * 167284057 *
*  7355574 *    208487 *       542 * 807122158 *
*  7365141 *    206869 *       110 * 115848142 *
*  7366423 *    206869 *       123 * 129032386 *
*  7367318 *    208429 *       477 * 498041384 *
*  7367395 *    208429 *       477 * 498462139 *
*  7367712 *    208429 *       510 * 528505240 *
*  7368192 *    208429 *       555 * 568534100 *
*  7372187 *    207273 *       250 * 280947713 *
*  7373330 *    207477 *       327 * 519965509 *
*  7375579 *    206869 *       171 * 177389735 *
*  7379829 *    207454 *       343 * 529133606 *
*  7386739 *    207279 *       902 * 1.177e+09 *
*  7393743 *    207454 *      1328 * 1.699e+09 *
*  7394588 *    206869 *       294 * 296377983 *
*  7395555 *    206869 *       318 * 318313337 *
*  7398013 *    208541 *       339 * 465722492 *
*  7399288 *    207099 *       129 * 128640334 *
*  7402201 *    207920 *       140 * 167232010 *
*  7402785 *    208391 *        96 * 146129666 *
*  7405761 *    208391 *       641 * 819885526 *
*  7410368 *    207898 *       114 * 190353884 *
*  7411689 *    207922 *       208 * 233051047 *
*  7412196 *    207922 *       212 * 237902716 *
*  7412495 *    207454 *      1921 * -2.07e+09 *
*  7413368 *    207454 *      1933 * -2.06e+09 *
*  7414341 *    206869 *       251 * 255176443 *
*  7415754 *    208429 *       501 * 519994946 *
*  7419953 *    206869 *       248 * 251948652 *
*  7429806 *    206940 *       210 * 285640689 *
*  7436087 *    208307 *      1089 * 1.366e+09 *
*  7436831 *    208341 *       192 * 229253361 *
*  7436848 *    208341 *       192 * 229113310 *
*  7439040 *    207477 *       440 * 698074875 *
*  7439529 *    207477 *       445 * 705203592 *
*  7440833 *    207477 *       452 * 715308734 *
*  7441288 *    206869 *       284 * 286767692 *
*  7445613 *    207515 *        81 *  60408097 *
*  7453674 *    207515 *      1187 * 1.607e+09 *
*  7454340 *    206901 *        19 *  30510933 *
*  7454944 *    206901 *        52 *  85066949 *
*  7456493 *    207099 *       806 * 1.092e+09 *
*  7461893 *    206869 *       435 * 423239034 *
*  7463454 *    207884 *       179 * 267716431 *
*  7463482 *    207884 *       179 * 268471899 *
*  7470179 *    207273 *       667 * 729383670 *
*  7470942 *    207372 *       100 * 159670837 *
*  7471318 *    207372 *       102 * 161759981 *
*  7471994 *    207372 *       106 * 168596752 *
*  7472149 *    207372 *       107 * 170701308 *
*  7473303 *    206869 *       478 * 460483323 *
*  7476800 *    207099 *       168 * 201505430 *
*  7482401 *    207099 *       956 * 1.254e+09 *
*  7485834 *    207372 *       293 * 435410714 *
*  7486470 *    206869 *       607 * 567496772 *
*  7486675 *    206869 *       610 * 569776939 *
*  7488949 *    208351 *       237 * 323029354 *
*  7491844 *    207488 *        89 * 116400352 *
*  7492489 *    206869 *       502 * 481533496 *
*  7493458 *    206869 *       510 * 488051910 *
*  7493849 *    206869 *       659 * 609321293 *
*  7495043 *    207924 *       231 * 225182376 *
*  7497476 *    208341 *        93 * 114298440 *
*  7498284 *    207515 *       919 * 1.315e+09 *
*  7499737 *    206869 *       533 * 507421810 *
*  7500970 *    207214 *       632 * 935483252 *
*  7501292 *    207231 *       197 * 270679961 *
*  7502725 *    207231 *       205 * 287023078 *
*  7506354 *    207905 *       583 * 833242409 *
*  7507404 *    208391 *       313 * 445846517 *
*  7507792 *    208391 *       331 * 468025708 *
*  7511660 *    207488 *       134 * 172366777 *
*  7515869 *    208351 *       306 * 432513497 *
*  7517908 *    207099 *       280 * 396362940 *
*  7518536 *    207099 *       207 * 271853132 *
*  7518773 *    207099 *       236 * 323056596 *
*  7518844 *    207099 *       236 * 321564325 *
*  7519796 *    207320 *        56 *  47915741 *
*  7523127 *    207883 *        55 *  88888896 *
*  7525522 *    206869 *       578 * 544293470 *
*  7526752 *    206869 *       620 * 578047637 *
*  7529658 *    207099 *       902 * 1.193e+09 *
*  7529781 *    207099 *       904 * 1.195e+09 *
*  7534193 *    207397 *        82 * 130607061 *
*  7535134 *    206869 *       649 * 600997142 *
*  7536793 *    208307 *       135 * 223230838 *
*  7537519 *    208307 *       139 * 229179039 *
*  7539988 *    206869 *       665 * 613378173 *
*  7540250 *    206869 *       673 * 619958879 *
*  7541538 *    206869 *       688 * 631852786 *
*  7546354 *    207488 *       181 * 229605559 *
*  7547540 *    206869 *       691 * 634103624 *
*  7548073 *    206869 *       697 * 638592163 *
*  7550618 *    207905 *      1220 * 1.542e+09 *
*  7552986 *    208551 *       530 * 830917200 *
*  7555510 *    206869 *       724 * 659536023 *
*  7555535 *    206869 *       724 * 658967372 *
*  7556036 *    208428 *        27 *  32120676 *
*  7562138 *    206897 *         1 *    611317 *
*  7563798 *    207454 *       960 * 1.298e+09 *
*  7565718 *    206897 *        50 *  84598408 *
*  7566660 *    206897 *        18 *  32725659 *
*  7568372 *    206940 *       358 * 463651725 *
*  7570123 *    206897 *        13 *  23736970 *
*  7572904 *    208307 *       901 * 1.171e+09 *
*  7573675 *    208307 *       911 * 1.182e+09 *
*  7575765 *    206897 *        17 *  29420375 *
*  7578183 *    206940 *       574 * 695427710 *
*  7581735 *    207454 *      1063 * 1.414e+09 *
*  7582436 *    206897 *        20 *  36288201 *
*  7582860 *    206897 *        25 *  44266099 *
*  7583667 *    206897 *        88 * 150406766 *
*  7583983 *    207269 *       215 * 274327974 *
*  7588760 *    207905 *       887 * 1.179e+09 *
*  7588802 *    207905 *       887 * 1.179e+09 *
*  7589323 *    207905 *       891 * 1.183e+09 *
*  7591395 *    207231 *       243 * 353873763 *
*  7591545 *    207231 *       243 * 354835202 *
*  7591908 *    207231 *       246 * 359677269 *
*  7592943 *    206897 *        26 *  47115444 *
*  7595192 *    206940 *       421 * 535438475 *
*  7596441 *    207214 *       334 * 534928691 *
*  7599897 *    207905 *      1425 * 1.741e+09 *
*  7602364 *    208307 *       479 * 686559567 *
*  7602458 *    208307 *       479 * 686928019 *
*  7606016 *    206897 *        44 *  73736628 *
*  7606529 *    206897 *        48 *  80980232 *
*  7607962 *    208357 *       164 * 171735640 *
*  7608790 *    207099 *       111 *  96318018 *
*  7612315 *    207487 *        83 * 112500728 *
*  7614517 *    206897 *        54 *  92077396 *
*  7615472 *    208307 *        95 * 160560803 *
*  7617591 *    207515 *       292 * 453053013 *
*  7617595 *    207515 *       292 * 453585293 *
*  7618124 *    207515 *       301 * 467378027 *
*  7618185 *    207515 *       301 * 468004433 *
*  7623138 *    207269 *       128 * 129129932 *
*  7624808 *    207517 *        41 *  43274149 *
*  7625468 *    207517 *        55 *  58449397 *
*  7627104 *    206897 *        64 * 108461405 *
*  7627801 *    206897 *        68 * 113370406 *
*  7629187 *    206906 *       175 * 218966910 *
*  7630400 *    208391 *       834 * 1.034e+09 *
*  7632238 *    207884 *        45 *  69953414 *
*  7632526 *    207884 *        46 *  72378885 *
*  7635046 *    206897 *        81 * 137268504 *
*  7639610 *    206901 *        70 * 112360929 *
*  7650047 *    208686 *       401 * 619672579 *
*  7650777 *    207515 *       243 * 363869222 *
*  7656377 *    207214 *       732 * 1.051e+09 *
*  7662949 *    208391 *       804 * 1.001e+09 *
*  7663884 *    207454 *       917 * 1.254e+09 *
*  7667581 *    208339 *       244 * 330672221 *
*  7668644 *    207214 *       719 * 1.037e+09 *
*  7673426 *    208339 *       334 * 463567490 *
*  7675941 *    207320 *       117 *  99537431 *
*  7676039 *    207320 *       128 * 108440099 *
*  7679015 *    206901 *        64 * 103551412 *
*  7680278 *    206906 *       169 * 211636924 *
*  7681085 *    207214 *       704 * 1.019e+09 *
*  7683138 *    206901 *        71 * 114974115 *
*  7689035 *    207477 *       294 * 463754562 *
*  7691157 *    206906 *         6 *   7973104 *
*  7693680 *    208391 *       456 * 618865095 *
*  7694300 *    207477 *       533 * 831692577 *
*  7697639 *    206906 *        20 *  27419486 *
*  7698886 *    207231 *      1420 * 1.789e+09 *
*  7698977 *    207231 *      1425 * 1.794e+09 *
*  7700316 *    207269 *       444 * 602228239 *
*  7704206 *    206906 *        17 *  23995840 *
*  7704884 *    206906 *        56 *  65424546 *
*  7706314 *    207220 *         7 *   6631048 *
*  7706874 *    207220 *        17 *  18027813 *
*  7707041 *    207220 *        20 *  22231756 *
*  7708481 *    207222 *        95 *  89505152 *
*  7709269 *    207371 *        81 *  64522212 *
*  7709625 *    207371 *        85 *  71252988 *
*  7711553 *    206906 *        41 *  46514451 *
*  7711706 *    206906 *        29 *  41224660 *
*  7717102 *    206906 *        46 *  53327328 *
*  7717494 *    206906 *        48 *  55564849 *
*  7718391 *    206906 *        75 *  92072593 *
*  7718694 *    207099 *        83 *  42879458 *
*  7722591 *    207515 *       106 * 109754115 *
*  7723852 *    207884 *       176 * 263458109 *
*  7724622 *    206906 *        79 *  97578215 *
*  7724703 *    206906 *        80 *  98195039 *
*  7725386 *    206906 *        58 *  68933210 *
*  7725552 *    206906 *        59 *  69085806 *
*  7726049 *    206906 *        92 * 114680570 *
*  7727271 *    207099 *      1001 * 1.307e+09 *
*  7730250 *    207920 *       760 * 1.072e+09 *
*  7730674 *    206906 *        83 * 102403178 *
*  7734095 *    208428 *        54 *  62593188 *
*  7735264 *    207273 *       173 * 198587515 *
*  7737809 *    207279 *       500 * 722467150 *
*  7742526 *    207886 *        15 *  15679826 *
*  7744893 *    207905 *      1099 * 1.415e+09 *
*  7750401 *    207905 *      1699 * 1.980e+09 *
*  7752307 *    206906 *       157 * 196441035 *
*  7755106 *    208357 *       237 * 249479696 *
*  7757109 *    208487 *       581 * 853528133 *
*  7758824 *    207905 *       790 * 1.076e+09 *
*  7758941 *    207905 *       792 * 1.079e+09 *
*  7759401 *    206906 *       130 * 163689692 *
*  7761550 *    208429 *        77 *  89375196 *
*  7764469 *    207454 *       863 * 1.197e+09 *
*  7768462 *    208307 *       692 * 929429758 *
*  7769281 *    208307 *       703 * 943861789 *
*  7769781 *    207214 *       538 * 817525527 *
*  7774175 *    207905 *       963 * 1.261e+09 *
*  7774984 *    207905 *       977 * 1.277e+09 *
*  7780102 *    206906 *       204 * 253143901 *
*  7786729 *    207273 *        43 *  52182648 *
*  7790069 *    206940 *         6 *   8040378 *
*  7790249 *    206940 *         7 *   8476557 *
*  7792605 *    207214 *       701 * 1.015e+09 *
*  7793104 *    207273 *         6 *   9129618 *
*  7796144 *    206940 *        16 *  22662897 *
*  7798735 *    207231 *       401 * 617954607 *
*  7798859 *    207231 *       402 * 618767176 *
*  7798974 *    207231 *       402 * 618631606 *
*  7801057 *    207490 *        94 * 103684835 *
*  7805022 *    207889 *       663 * 670511951 *
*  7805148 *    207889 *       678 * 683359377 *
*  7805732 *    207889 *       691 * 694692650 *
*  7809631 *    207099 *       952 * 1.249e+09 *
*  7813695 *    208341 *       546 * 618722096 *
*  7814471 *    208341 *       556 * 629815022 *
*  7815092 *    206940 *        59 *  83890056 *
*  7816445 *    208391 *       388 * 539025661 *
*  7818488 *    207454 *       213 * 313194795 *
*  7819551 *    207515 *       709 * 1.070e+09 *
*  7822369 *    208307 *       632 * 856044731 *
*  7822489 *    208307 *       633 * 857664354 *
*  7823081 *    206940 *        66 *  93976264 *
*  7823384 *    206940 *        67 *  95675043 *
*  7829054 *    207454 *       149 * 195022371 *
*  7829253 *    207454 *       151 * 198081603 *
*  7832732 *    207214 *       214 * 340569712 *
*  7832898 *    207214 *       215 * 343225630 *
*  7834401 *    207487 *       198 * 321613816 *
*  7835996 *    206940 *       100 * 141483824 *
*  7836473 *    206940 *       103 * 144888385 *
*  7838981 *    208357 *       497 * 505217533 *
*  7840528 *    207231 *       541 * 815187220 *
*  7845733 *    206940 *       162 * 224517492 *
*  7847066 *    206940 *       138 * 192964116 *
*  7849100 *    208341 *       609 * 687638805 *
*  7851547 *    208686 *        99 *  97303449 *
*  7852397 *    208686 *       103 * 104779205 *
*  7852529 *    208686 *       106 * 111617074 *
*  7852882 *    208686 *       105 * 109740882 *
*  7855349 *    207920 *       772 * 1.085e+09 *
*  7855516 *    207920 *       775 * 1.089e+09 *
*  7861456 *    207454 *      1131 * 1.492e+09 *
*  7864278 *    207924 *        15 *  14819771 *
*  7864675 *    208341 *         6 *   6658263 *
*  7866131 *    206940 *       487 * 606079141 *
*  7866332 *    206940 *       494 * 613956469 *
*  7869667 *    208541 *       273 * 385815712 *
*  7871125 *    208686 *       389 * 601915479 *
*  7872271 *    207222 *        46 *  43441019 *
*  7872937 *    207222 *        52 *  49227790 *
*  7875966 *    207920 *       811 * 1.129e+09 *
*  7876013 *    207920 *       811 * 1.129e+09 *
*  7877368 *    206940 *       169 * 233819435 *
*  7877593 *    206940 *       170 * 234055495 *
*  7877712 *    206940 *       172 * 237840030 *
*  7879721 *    206940 *       937 * 1.088e+09 *
*  7882251 *    207454 *       370 * 571556334 *
*  7882471 *    207454 *       371 * 572272386 *
*  7883446 *    207454 *       379 * 583864546 *
*  7886262 *    206940 *       187 * 256685145 *
*  7888487 *    207487 *       185 * 299190395 *
*  7890494 *    206940 *       195 * 266415030 *
*  7894305 *    207217 *        16 *  16171847 *
*  7899757 *    206940 *       201 * 274400656 *
*  7900174 *    206940 *       204 * 278110474 *
*  7901273 *    207099 *      1091 * 1.408e+09 *
*  7903056 *    207905 *       592 * 844658687 *
*  7903388 *    207905 *       595 * 848797732 *
*  7906027 *    206940 *       209 * 285289980 *
*  7908733 *    207492 *       222 * 182641498 *
*  7910195 *    208487 *       473 * 722547183 *
*  7912972 *    208686 *       334 * 516070230 *
*  7914481 *    208391 *       370 * 517355513 *
*  7920939 *    207279 *       571 * 810941586 *
*  7921435 *    207515 *       726 * 1.090e+09 *
*  7922359 *    206940 *       252 * 337876509 *
*  7922732 *    206940 *       255 * 341525523 *
*  7922921 *    206940 *       308 * 406210868 *
*  7925692 *    206940 *       738 * 880171064 *
*  7927051 *    208541 *       154 * 231241947 *
*  7927179 *    208541 *       148 * 222892185 *
*  7931063 *    206940 *       261 * 349534689 *
*  7932575 *    208428 *       171 * 189639195 *
*  7932699 *    208428 *       172 * 190074722 *
*  7933258 *    207273 *       608 * 670325042 *
*  7934602 *    207273 *       620 * 682454186 *
*  7939398 *    207214 *        91 * 122272284 *
*  7939753 *    207214 *        93 * 124464934 *
*  7943516 *    207515 *       247 * 371418106 *
*  7947060 *    207273 *       787 * 844280978 *
*  7949160 *    207477 *       198 * 290483513 *
*  7950527 *    207477 *       337 * 535988185 *
*  7952445 *    207515 *       962 * 1.361e+09 *
*  7954510 *    206940 *       289 * 383391043 *
*  7956042 *    207454 *      1139 * 1.500e+09 *
*  7965009 *    206940 *       317 * 416198836 *
*  7967862 *    207231 *      1116 * 1.477e+09 *
*  7970484 *    207905 *       209 * 279032381 *
*  7972616 *    207920 *       823 * 1.142e+09 *
*  7976923 *    208351 *       223 * 300158854 *
*  7977346 *    208351 *       207 * 272526511 *
*  7978717 *    206940 *       324 * 424632418 *
*  7978961 *    206940 *       325 * 425866945 *
*  7980899 *    207518 *        65 *  66192682 *
*  7985925 *    207221 *        84 *  84307867 *
*  7986293 *    207221 *        87 *  86934086 *
*  7986418 *    207221 *        88 *  88031777 *
*  7987223 *    206940 *       338 * 440993496 *
*  7987745 *    206940 *       341 * 444405653 *
*  7990769 *    207099 *       336 * 486577464 *
*  7995187 *    207889 *       914 * 874521982 *
*  7995273 *    207889 *       920 * 879461890 *
*  7995809 *    207920 *       127 * 141254200 *
*  7995837 *    207920 *       127 * 142740583 *
*  7996518 *    207920 *       156 * 198202794 *
*  7998393 *    206940 *       355 * 460679124 *
*  8001727 *    207920 *       761 * 1.073e+09 *
*  8001923 *    207920 *       762 * 1.074e+09 *
*  8002449 *    208307 *       612 * 835301082 *
*  8012018 *    208429 *       399 * 425318666 *
*  8012358 *    206940 *       439 * 555106575 *
*  8013536 *    207279 *       834 * 1.107e+09 *
*  8015332 *    207488 *       179 * 227091040 *
*  8016694 *    207920 *       743 * 1.052e+09 *
*  8017127 *    206940 *       476 * 594380869 *
*  8017897 *    206940 *       495 * 614750926 *
*  8018425 *    207231 *      1353 * 1.725e+09 *
*  8023151 *    206940 *       385 * 495302420 *
*  8023689 *    206940 *       389 * 499479601 *
*  8024061 *    206940 *       391 * 501473419 *
*  8027081 *    208428 *         3 *   4605424 *
*  8028460 *    206940 *       394 * 505180673 *
*  8028468 *    206940 *       394 * 504999265 *
*  8028854 *    206940 *       399 * 510950187 *
*  8031667 *    207231 *      1427 * 1.796e+09 *
*  8035434 *    207273 *       114 * 133887031 *
*  8037165 *    207279 *       676 * 934417492 *
*  8040984 *    207898 *       207 * 330633669 *
*  8041455 *    207898 *       210 * 334754389 *
*  8041799 *    207898 *       212 * 336704037 *
*  8042000 *    207898 *       212 * 336646388 *
*  8043723 *    206940 *       434 * 548850356 *
*  8044618 *    206940 *       447 * 563628804 *
*  8045601 *    207884 *        18 *  27566642 *
*  8048153 *    208357 *       253 * 266344593 *
*  8051069 *    207099 *       467 * 678366745 *
*  8051465 *    207099 *       471 * 683786150 *
*  8052966 *    207515 *       712 * 1.074e+09 *
*  8053532 *    207515 *       715 * 1.078e+09 *
*  8056572 *    206940 *       488 * 607799532 *
*  8057251 *    207099 *       153 * 173426157 *
