Run Event #
194429 290967005 305
194479 364756011 309
194479 374506141 318
194479 374568517 318
194479 381464087 325
194479 395216661 338
194424 394568270 276
194424 399950408 280
194424 687700684 478
194424 752411540 527
194479 45703698 36
194424 656940041 456
194479 21209194 17
194479 54046443 42
194424 740763962 518
194424 770535723 541
194424 775227457 545
194050 131838928 153
194050 180112046 195
194076 160250497 144
194479 559812096 501
194479 583416357 526
194479 583706245 526
194479 208643676 169
194479 207603902 169
194644 16876679 16
194644 39726901 36
194691 164684789 135
194691 197144793 154
194691 245478358 182
194691 281165697 203
194691 349878770 246
194691 327260581 231
194691 373763988 261
194691 382377116 266
194691 432972247 300
194691 446399998 309
194691 448030681 310
193998 70334335 100
193998 70531724 100
193998 103136573 125
194225 2258147 2
194464 25442251 17
194643 284075833 224
194643 300655857 238
194643 304614334 241
194643 304160530 241
194643 338679011 270
194643 346278787 277
194223 22983960 66
194305 53782042 37
194223 27763122 68
194455 41670954 59
194439 81600326 77
194270 35869617 58
194439 44106491 59
194270 49410878 66
194428 223115248 212
194428 337958345 332
194428 350334585 346
194428 259556518 249
194428 297543609 289
194428 297618172 289
194644 398307358 396
194533 115007416 99
194533 26579623 49
194533 221732260 165
194533 242611725 178
194533 256470861 187
194533 263568835 192
193834 1268599 4
194120 160897677 211
194120 227769222 306
194120 245471555 332
194150 238516524 195
194150 238736879 195
194150 238748682 195
194480 495736891 545
194480 510962612 561
194480 1017877348 1171
194480 616858085 679
194480 617916262 680
194480 622064971 685
194480 622640552 685
194480 734842935 815
194480 794081070 886
194480 794284796 886
194480 796673301 889
194480 825219548 924
194480 828010638 928
194480 828888064 929
194533 597067536 431
194533 439704522 313
194533 591288195 427
194533 949562693 763
194533 994675539 813
194533 997864021 817
194643 73235584 55
194643 111565004 85
194050 534692393 559
194108 77579489 127
194108 702885943 729
194108 269123165 287
194108 270509364 288
194108 297338511 312
194108 314815978 329
194050 1063459811 1141
194050 1099679774 1185
194050 1112174490 1201
194050 1122781816 1214
194050 1132131812 1225
194050 1144166622 1240
194050 1154018010 1252
194075 36154581 65
194075 38056289 67
194075 50799594 77
194075 62118261 86
194076 29372695 26
194076 80428506 71
194076 82435864 72
194076 340846024 323
194076 351557870 334
194076 374295913 358
194076 375152806 359
194108 26307813 88
194108 51682117 107
194027 28079857 58
194027 41917320 69
194027 72228966 94
194027 75171592 96
194027 83278553 103
194027 88500230 107
194115 152416805 182
194115 163697298 195
194115 211991991 238
194115 233356824 258
194115 275459273 297
194115 424197661 445
194115 423774025 445
194115 637186428 684
194115 638127387 685
194115 660483640 712
194115 663477252 715
194210 56336687 56
194210 69726200 69
194210 88237413 88
194210 133459043 135
194150 263595237 214
194224 46953134 28
194424 527444476 364
194424 528297909 365
194150 72992757 77
194150 74388413 78
194150 90759534 89
194150 109419582 102
194151 83416011 84
194151 115490566 116
194151 115485328 116
194151 122012711 122
194150 314172915 253
194150 375287549 304
194199 329301245 347
194210 391855095 426
194210 423013571 456
194224 431990360 284
194424 518288250 358
194424 541271407 374
194424 564253534 389
194314 208527287 159
194691 70561896 83
194424 371613831 262
194424 372694454 263
194691 60925957 78
194315 201373615 150
194315 232841305 175
194315 260788116 198
194315 261984129 199
194315 506530595 417
194315 513802265 424
194429 183503127 189
194424 22170358 66
194424 191000238 156
194424 115334015 114
194424 120261554 117
194619 146871317 83
194619 149536436 84
194619 160519098 90
194424 455721157 316
194424 455380461 316
194424 475385625 329
194424 572566070 395
194424 524950167 362
194424 538064814 371
194424 538801535 372
194424 584183880 403
194424 596018302 412
194424 483157040 334
194424 767500925 539
194424 841900694 598
194424 802800463 567
194424 803174776 567
194424 817479083 578
194424 816553641 578
194424 836971672 594
194424 852391393 607
194424 855620276 609
194424 903683944 649
194429 398114934 425
194429 405080724 433
194429 411141950 440
194429 440513891 474
194050 476725889 494
194050 532483978 557
194050 559996311 588
194050 575396004 605
194644 67277968 62
194644 72981704 67
194644 74229456 68
194644 86544575 79
194644 110556704 102
194644 416573188 416
194644 415944140 416
194691 443498554 307
194533 277864445 201
194533 285147700 206
193998 263797284 260
193999 11445695 11
193999 41714068 40
193999 44101127 42
194480 669391218 739
194223 32810705 71
194455 111597553 94
194455 202092523 142
194455 254237829 170
194223 53507566 82
194455 106073224 92
194455 185063882 133
194464 234850358 161
194305 36099912 25
194305 76322819 53
194305 77526681 54
194455 470724290 301
194533 343451160 245
194533 378161935 269
194533 379576717 270
194533 379124711 270
194428 288478379 279
194428 300344926 292
194428 343567750 338
194455 396146096 252
194533 119294009 102
194533 120501817 103
194533 144128853 117
194533 145402864 118
194533 172374822 134
194533 572417648 412
194464 5789811 4
194464 12746335 9
194464 15038228 10
194464 57429007 38
194533 447395225 318
194533 446367377 318
194480 88841189 98
194480 146720501 165
194480 104708140 116
194050 1591729948 1832
194050 1601017126 1841
194050 1601129748 1841
194050 1624207450 1864
194050 1635076926 1875
194050 1639180703 1879
194119 64910930 72
194119 197061553 225
194533 508290287 363
194533 508762337 363
194533 520234086 372
194533 523194066 374
194533 1030234952 854
194643 139820243 106
194643 164237816 126
194643 164964839 126
194643 203377266 157
194643 212891174 165
194050 598703512 633
194050 627653383 667
194050 627255858 667
194050 1162208047 1263
194050 1171402535 1274
194050 1179032934 1284
194050 1193721600 1303
194050 1197043766 1307
194075 18041457 51
194075 37297125 66
194076 165315325 149
194075 31997950 62
194075 39388629 68
194075 56876541 82
194076 433945653 424
194076 448277598 441
194076 458928147 453
194076 460567709 455
194076 463549140 458
194076 494737840 495
194108 81095305 130
194108 86636180 134
194108 88075329 135
194108 91451017 138
194108 110443784 153
194108 490329489 499
194108 493259373 502
194108 500763860 509
194108 505737694 514
194108 517565809 526
194108 574466443 586
194108 575941929 588
194108 642417582 661
194108 656494264 676
194108 659313462 680
194115 192790921 221
194115 279154333 301
194115 279040482 301
194224 127325798 77
194027 32978602 62
194115 138897441 160
194115 791618986 843
194315 131795646 96
194315 137566650 101
194315 146052679 107
194120 95818750 123
194150 39429110 55
194151 325305715 338
194151 431732992 462
194150 117589477 108
194150 120623627 110
194150 135118655 120
194150 142383164 125
194150 149327006 130
194150 152377427 132
194150 154543644 133
194151 81425677 82
194151 85126866 86
194199 26118810 92
194224 33372386 20
194224 43296820 26
194224 43798135 26
194224 46086697 27
194224 60936290 36
194151 459772510 497
194151 459740024 497
194151 497502934 534
194151 498127877 535
194151 536218638 573
194151 577866686 616
194224 496624354 333
194224 527018938 357
194120 112302187 145
194304 33347550 21
194210 445086648 478
194314 329785394 235
194224 477928420 319
194224 488060474 327
194224 488167412 327
194315 70876606 51
194315 70206930 51
194314 63697953 78
194691 431581587 299
194424 450394803 312
194424 450167567 312
194314 233742686 174
194314 266708624 195
194314 372146406 263
194315 341737075 266
194315 215909298 162
194315 223123638 167
194429 177760371 183
194429 203369290 210
194424 77920427 95
194424 104065206 108
194424 176587537 148
194424 218217556 171
194424 254906675 192
194424 259928238 195
194619 172943734 97
194691 171879174 139
194424 507235727 350
194424 712107644 497
194424 735220551 514
194424 891551965 639
194479 40910071 32
194429 67008777 71
194429 148313769 153
194479 217309330 177
194479 233989871 191
194479 244329600 200
194429 462042055 499
194429 473168002 512
194429 482689361 523
194429 490391835 532
194429 519897302 568
194429 580795131 642
194479 269336997 222
194479 213983275 174
194479 223750144 182
194479 262509985 216
194050 91862679 119
194050 106835836 131
194050 138184505 158
194050 142705283 162
194050 145827262 165
194050 149641115 168
194120 287939975 373
194120 289385152 374
194428 430742124 434
193998 118174637 137
193998 175420463 183
193998 190041487 196
193999 14565830 14
194480 49424923 55
194480 77477566 86
194480 133377384 149
194480 190634150 216
194223 78137116 95
194455 242937996 164
194455 243115423 164
194455 249101316 168
194455 248995978 168
194455 265989131 177
194455 313583424 204
194455 315148737 205
194533 153223383 122
194533 218814112 163
194533 287947211 208
194455 218009701 150
194455 232181768 158
194428 397559701 397
194428 419660576 422
194464 104987720 70
194464 128257519 86
194464 130403249 87
194464 166555900 112
194533 478903194 341
194533 510519487 365
194480 208167797 237
194480 241953728 278
194480 246562023 284
194480 342421639 385
194480 785673733 876
194480 792889722 885
194480 815415840 912
194480 893846815 1010
194480 974250269 1113
194480 1082181361 1258
194480 1087434207 1265
194050 387115870 399
194050 391318458 404
194050 401484983 414
194050 406757360 419
194533 1027920368 851
194533 1037086865 862
194643 256187230 200
194643 65073875 49
194643 163483984 125
194050 660062263 705
194050 697477705 742
194050 712185447 757
194050 1235210100 1356
194050 1246138032 1370
194050 1248798354 1374
194050 1345187509 1503
194050 1362590019 1527
194050 1370326680 1538
194075 79814207 101
194076 304761439 285
194076 52700610 46
194076 127019278 113
194076 260194938 240
194076 412173520 400
194076 420740165 409
194076 427297397 417
194108 185988294 214
194108 215747369 240
194303 31980315 66
194303 49645150 76
194108 154150201 188
194108 199820829 226
194108 208999433 234
194108 323178492 336
194108 370549498 382
194108 564985457 576
194108 569448374 581
194108 583170884 596
194108 598229137 612
194108 624268586 640
194108 624975690 641
194108 638336152 656
194115 300310094 321
194115 300999893 322
194115 324498759 344
194115 344150380 364
194115 381297026 401
194115 391051738 411
194115 393459275 414
194027 34156052 63
194027 34544621 63
194115 183411473 212
194150 103255328 98
194027 54605373 79
194115 176670620 206
194115 428400702 450
194115 443230437 465
194150 113760366 105
194150 115710804 106
194210 97016871 97
194210 112621333 113
194210 114561294 115
194210 136222562 138
194210 136593451 138
194210 197929685 203
194150 148426186 129
194150 162613928 139
194150 162716932 139
194150 193361986 161
194210 227632358 236
194210 267317380 280
194210 302787467 321
194210 306653746 325
194210 309364744 329
194210 315839898 336
194210 316688841 337
194210 327031516 349
194151 90511115 91
194151 142052102 142
194151 152982853 153
194151 152319770 153
194151 153685706 154
194151 167255256 168
194151 190059993 191
194151 191717118 193
194199 364903318 380
194199 375042173 389
194199 384015617 398
194199 384754282 399
194210 38941524 39
194050 125179395 147
194050 145158420 164
194050 188682734 202
194224 551524365 376
194304 42137057 27
194424 277597766 205
194644 81112193 74
194314 182358087 144
194424 415357334 289
194619 60916760 36
194619 60082797 36
194619 107346269 61
194315 192279009 143
194315 275775653 210
194315 363516423 285
194315 402549001 320
194691 128081169 115
194691 128038873 115
194424 140903472 128
194424 140514133 128
194424 149415906 133
194424 477616691 331
194424 494040226 342
194424 567051785 391
194424 588107916 406
194424 533302985 368
194424 629617947 436
194424 645833530 447
194424 889237997 637
194424 942718080 682
194424 953898586 692
194429 17449477 22
194429 450109338 485
194429 461596728 498
194429 470369211 509
194429 475244531 514
194429 480742239 521
194429 484240394 525
194429 534424193 585
194429 542420234 595
194429 544512914 598
194479 545437629 486
194479 568762807 510
194479 516401386 457
194479 526646338 467
194644 88246426 81
194644 89273240 82
194644 138941617 129
194644 187568839 176
194644 94534919 87
194691 225992500 170
194691 234363157 175
194691 253658526 187
194691 253819151 187
194691 279040210 202
194050 173702288 189
194050 341624731 348
194050 431232902 445
194480 158248619 178
194480 214068616 244
194455 31922639 54
194455 270995967 180
194455 457525684 293
194533 64670403 70
194533 80565977 79
194533 75901409 77
194305 118600016 83
194464 60061274 39
194464 79071548 52
194464 92669788 61
194464 168667172 114
194464 170518477 115
194464 169668710 115
194428 426450405 430
194428 426329702 430
194428 439007225 444
194428 445606270 451
194464 88822486 59
194464 132249943 89
194464 133476455 89
194533 536078620 384
194533 554747370 398
194533 563494311 405
194533 575892194 415
194480 265305455 307
194480 386840583 430
194480 547717402 601
194480 549125111 603
194480 569481985 626
194480 916195951 1038
194480 931462655 1058
194480 943835163 1074
194480 1060853613 1229
194480 1116089172 1305
194480 1160615767 1369
194533 588967367 425
194533 599014754 433
194533 612123987 443
194533 624936229 453
194533 632015168 459
194050 450683793 466
194050 455570693 471
194050 458545194 474
194050 459631154 475
194050 475185258 492
194050 485583293 504
194050 665124076 710
194050 666236836 711
194050 705433133 750
194050 774273867 820
194050 773861560 820
194108 111603740 154
194108 482892521 491
194108 610934043 626
194108 618386030 634
194108 629250486 646
194108 628940237 646
194050 1287621829 1425
194050 1312752026 1459
194050 1322830779 1473
194050 1331187923 1484
194050 1340051218 1496
194050 1340905832 1497
194050 1346617100 1505
194050 1351890562 1513
194050 1404073095 1585
194076 83702113 74
194076 84281233 74
194076 502669616 504
194076 521097796 526
194076 539628909 548
194108 227181577 250
194108 239017766 260
194108 238950574 260
194108 240407010 261
194108 253486412 273
194108 258116728 277
194108 263122619 282
194108 630230161 647
194108 633561588 651
194108 707844737 735
