
Loading shared libraries: /Users/skhalil/Desktop/BPrime/8TeV/Analysis/Trees/Muons/Jun11Mu/SingleMu-Run2012C-24Aug2012_nominal.root 1
total events =  256 , cuts: trigSigMuNonIso_path==1 && lepEt > 45. && lepIso < 0.12 && isMuTight && njets>=4 && centrality >0.4 && jetEt[0]>200 && jetEt[1]>60 && jetEt[2]>40 && nTagsCSVM >= 1 && met > 20
************************************************
*    Row   * runNumber * lumiNumbe * eventNumb *
*  4156938 *    201707 *       911 * 1.079e+09 *
*  4160657 *    201819 *       144 * 121881663 *
*  4162787 *    202016 *       663 * 714790971 *
*  4165009 *    201729 *       117 * 182588378 *
*  4167472 *    202054 *        88 *  76330702 *
*  4167516 *    202054 *        89 *  77015708 *
*  4167761 *    202013 *         1 *    521002 *
*  4168512 *    202013 *         4 *   6553947 *
*  4169032 *    202013 *        13 *  21518425 *
*  4170745 *    202045 *         9 *  10505656 *
*  4171104 *    202045 *        18 *  21207936 *
*  4171355 *    202045 *        53 *  64317048 *
*  4171822 *    202045 *        63 *  77130744 *
*  4171948 *    202014 *        11 *  10943843 *
*  4173046 *    202014 *        49 *  56225810 *
*  4173326 *    202014 *        22 *  20339138 *
*  4173560 *    202014 *        24 *  23655171 *
*  4173984 *    202178 *       350 * 441322643 *
*  4174058 *    202178 *       351 * 442741912 *
*  4174594 *    202178 *       259 * 316253960 *
*  4175559 *    202054 *       326 * 268298056 *
*  4178723 *    202045 *       283 * 323666139 *
*  4180056 *    202087 *       175 * 243047445 *
*  4180779 *    202087 *       200 * 274179354 *
*  4183830 *    202060 *       172 * 183260708 *
*  4184083 *    202060 *       192 * 215348661 *
*  4184934 *    202060 *       295 * 370647019 *
*  4186238 *    202178 *       929 * 1.098e+09 *
*  4187883 *    202237 *       162 * 244098850 *
*  4189508 *    202237 *       527 * 788612984 *
*  4191644 *    202237 *       916 * 1.237e+09 *
*  4192106 *    202272 *       295 * 345502670 *
*  4192490 *    202272 *        78 *  22784940 *
*  4193601 *    202478 *       563 * 615477454 *
*  4196849 *    202272 *        90 *  43171131 *
*  4196964 *    202272 *        91 *  44683517 *
*  4197200 *    202272 *        94 *  49249984 *
*  4198861 *    202504 *       229 * 296441429 *
*  4200632 *    202504 *       828 * 1.028e+09 *
*  4201344 *    202272 *        98 *  56300494 *
*  4203454 *    202972 *       420 * 545078536 *
*  4203510 *    202972 *       421 * 546164284 *
*  4205012 *    202272 *       118 *  88676338 *
*  4209607 *    202272 *       133 * 113051494 *
*  4214415 *    202272 *       148 * 135700686 *
*  4215045 *    202972 *       149 * 216280456 *
*  4216877 *    203002 *      1032 * 1.264e+09 *
*  4217696 *    202272 *       159 * 153386848 *
*  4218113 *    202272 *       154 * 144916089 *
*  4218135 *    202272 *       155 * 146232321 *
*  4218186 *    202272 *       155 * 145954238 *
*  4218261 *    202272 *       156 * 148493695 *
*  4219907 *    202973 *       871 * 803749559 *
*  4223855 *    202272 *       180 * 184941227 *
*  4224437 *    202272 *       192 * 202282062 *
*  4224534 *    202272 *       194 * 205884156 *
*  4224916 *    202504 *      1206 * 1.408e+09 *
*  4226146 *    202972 *       350 * 467953328 *
*  4226763 *    202972 *       407 * 530514623 *
*  4227353 *    202272 *       204 * 219757781 *
*  4227448 *    202272 *       205 * 221636984 *
*  4229852 *    202973 *      1284 * 1.085e+09 *
*  4230435 *    202973 *      1301 * 1.096e+09 *
*  4230560 *    202973 *      1304 * 1.098e+09 *
*  4232298 *    202305 *       195 * 181961008 *
*  4233428 *    202478 *       275 * 301550495 *
*  4233711 *    202478 *       280 * 306633252 *
*  4233820 *    202504 *      1287 * 1.480e+09 *
*  4233943 *    202504 *      1292 * 1.485e+09 *
*  4238790 *    202272 *       221 * 244853929 *
*  4239044 *    202272 *       256 * 293237750 *
*  4239271 *    202272 *       270 * 311837597 *
*  4239950 *    202272 *       237 * 266351400 *
*  4241784 *    202504 *      1234 * 1.433e+09 *
*  4241891 *    202504 *      1238 * 1.437e+09 *
*  4242234 *    202972 *       573 * 712605966 *
*  4243498 *    202272 *       239 * 270279460 *
*  4244321 *    202504 *       448 * 601889358 *
*  4244473 *    202504 *       449 * 602921299 *
*  4245240 *    202504 *       459 * 616504603 *
*  4246342 *    202314 *       127 * 130586952 *
*  4246450 *    202314 *       214 * 290908882 *
*  4247173 *    202272 *       252 * 287799668 *
*  4247311 *    202272 *       257 * 294977822 *
*  4248072 *    203002 *      1237 * 1.469e+09 *
*  4248733 *    203002 *      1258 * 1.489e+09 *
*  4248822 *    202272 *       259 * 296503101 *
*  4249428 *    202272 *       274 * 317276412 *
*  4252304 *    202972 *       113 * 166487822 *
*  4252892 *    202272 *       286 * 333519000 *
*  4255798 *    203002 *      1141 * 1.376e+09 *
*  4256648 *    202328 *       328 * 491600271 *
*  4256688 *    202328 *       328 * 492281500 *
*  4257035 *    202328 *       324 * 485676484 *
*  4258094 *    202272 *       352 * 418581673 *
*  4258428 *    203002 *       605 * 790806489 *
*  4258785 *    203002 *       613 * 799343162 *
*  4258977 *    203002 *       615 * 802260035 *
*  4261620 *    202472 *        81 * 115928440 *
*  4263058 *    202272 *       482 * 567969158 *
*  4264865 *    202478 *       759 * 805404270 *
*  4264971 *    202478 *       768 * 813980896 *
*  4265959 *    202299 *       206 * 264237270 *
*  4266420 *    202299 *       242 * 325676769 *
*  4266522 *    202299 *       243 * 326501428 *
*  4266945 *    202328 *       282 * 421171147 *
*  4267060 *    202328 *       284 * 424909439 *
*  4268435 *    202272 *       465 * 548595051 *
*  4270603 *    202504 *       281 * 375023464 *
*  4270839 *    202504 *       285 * 381172032 *
*  4270993 *    202504 *       287 * 383928918 *
*  4273605 *    202504 *       103 *  81823962 *
*  4273837 *    202504 *       105 *  85613461 *
*  4274669 *    202504 *      1664 * 1.783e+09 *
*  4274873 *    202504 *      1673 * 1.790e+09 *
*  4278522 *    202272 *       500 * 588177225 *
*  4278721 *    202272 *       505 * 592881648 *
*  4278978 *    202272 *       508 * 596683643 *
*  4279286 *    202272 *       576 * 670302139 *
*  4279336 *    202272 *       577 * 671091129 *
*  4280274 *    202478 *       625 * 677531534 *
*  4280418 *    202478 *       629 * 681238068 *
*  4281752 *    202504 *       113 *  99735416 *
*  4283153 *    202333 *       145 * 163473955 *
*  4283805 *    202272 *       518 * 607852400 *
*  4284552 *    202272 *       557 * 650310530 *
*  4285111 *    202973 *       376 * 391392263 *
*  4285239 *    202973 *       378 * 393466195 *
*  4286138 *    202328 *       566 * 820701195 *
*  4286513 *    202328 *       555 * 806995476 *
*  4287415 *    202272 *       697 * 803006832 *
*  4289949 *    202973 *       221 * 239848714 *
*  4289974 *    202973 *       222 * 240709736 *
*  4291053 *    202305 *       127 * 119994513 *
*  4293925 *    203002 *       696 * 889957672 *
*  4295098 *    202272 *       547 * 639721474 *
*  4296762 *    202973 *       242 * 260847016 *
*  4297099 *    202973 *       249 * 268103630 *
*  4298416 *    202314 *       185 * 237121701 *
*  4299061 *    202314 *       220 * 303814402 *
*  4299631 *    202272 *       571 * 664827407 *
*  4300235 *    202272 *       587 * 681565221 *
*  4302787 *    203002 *      1473 * 1.682e+09 *
*  4305192 *    202504 *      1045 * 1.255e+09 *
*  4305996 *    203002 *       579 * 761412371 *
*  4307032 *    202272 *       601 * 695926577 *
*  4309214 *    203002 *       200 * 253839599 *
*  4309484 *    203002 *       208 * 266184662 *
*  4309546 *    203002 *       208 * 266378967 *
*  4310612 *    202272 *       621 * 717133287 *
*  4311745 *    202272 *      1015 * 1.120e+09 *
*  4312314 *    203002 *       175 * 214617431 *
*  4313234 *    203002 *       206 * 263600448 *
*  4314709 *    202272 *       661 * 762045383 *
*  4314936 *    202972 *       293 * 400307511 *
*  4317145 *    203002 *       150 * 175062937 *
*  4318552 *    202314 *       112 * 102676711 *
*  4320107 *    202299 *        73 *  26752155 *
*  4320977 *    202299 *        83 *  45788882 *
*  4326382 *    202478 *       868 * 905089008 *
*  4327910 *    202272 *       736 * 846557901 *
*  4328239 *    202973 *       200 * 217863947 *
*  4329097 *    203002 *       626 * 814440935 *
*  4329991 *    203002 *       642 * 831705041 *
*  4331071 *    202328 *       505 * 741852999 *
*  4335347 *    202478 *        62 *  69507295 *
*  4336084 *    202272 *       755 * 868321603 *
*  4336201 *    202272 *       756 * 869011581 *
*  4336746 *    202272 *       776 * 890319877 *
*  4337949 *    203002 *       460 * 618065360 *
*  4339465 *    202504 *      1560 * 1.705e+09 *
*  4341135 *    202972 *       194 * 276115290 *
*  4341512 *    202272 *       803 * 920162943 *
*  4343422 *    202272 *       851 * 971095254 *
*  4344721 *    202272 *      1282 * 1.356e+09 *
*  4347499 *    202314 *       120 * 117667887 *
*  4348936 *    202272 *       891 * 1.012e+09 *
*  4350976 *    202504 *       661 * 846613166 *
*  4355552 *    202504 *      1420 * 1.593e+09 *
*  4358910 *    203002 *       510 * 680010500 *
*  4360393 *    202314 *       229 * 319948439 *
*  4360894 *    202314 *       245 * 349682321 *
*  4362144 *    202478 *       737 * 785181213 *
*  4362795 *    202272 *       806 * 922626159 *
*  4364632 *    202305 *       273 * 250018861 *
*  4367134 *    202973 *      1148 * 998076415 *
*  4368002 *    202973 *      1211 * 1.039e+09 *
*  4368487 *    202272 *       928 * 1.035e+09 *
*  4369236 *    202299 *       433 * 606301266 *
*  4374499 *    203002 *       106 *  99652454 *
*  4374619 *    203002 *       107 * 101278777 *
*  4375555 *    203002 *       140 * 158392111 *
*  4376303 *    202272 *      1002 * 1.108e+09 *
*  4376403 *    202272 *      1004 * 1.110e+09 *
*  4376491 *    202272 *      1005 * 1.111e+09 *
*  4376498 *    202272 *      1005 * 1.111e+09 *
*  4377251 *    202328 *       248 * 367534931 *
*  4377418 *    202328 *       252 * 373704744 *
*  4378023 *    202478 *      1097 * 1.099e+09 *
*  4379291 *    202504 *      1205 * 1.406e+09 *
*  4382031 *    202478 *      1161 * 1.149e+09 *
*  4382133 *    202478 *      1171 * 1.158e+09 *
*  4382151 *    202478 *      1171 * 1.157e+09 *
*  4383747 *    202504 *      1299 * 1.491e+09 *
*  4385139 *    202272 *       924 * 1.032e+09 *
*  4385742 *    202478 *        11 *  12699891 *
*  4388493 *    202272 *       970 * 1.078e+09 *
*  4391082 *    202333 *        18 *  20462124 *
*  4391097 *    202333 *        19 *  21455507 *
*  4395155 *    202272 *       975 * 1.082e+09 *
*  4395622 *    202272 *       987 * 1.094e+09 *
*  4395992 *    202305 *        68 *  64288275 *
*  4396307 *    202305 *        74 *  70537624 *
*  4397870 *    203002 *       879 * 1.095e+09 *
*  4398889 *    202272 *      1018 * 1.123e+09 *
*  4399071 *    202272 *      1084 * 1.184e+09 *
*  4399327 *    202272 *      1089 * 1.188e+09 *
*  4400260 *    202305 *       228 * 210563285 *
*  4402510 *    202469 *        87 *  32429827 *
*  4404943 *    202272 *      1021 * 1.126e+09 *
*  4407433 *    202504 *       551 * 726026374 *
*  4407633 *    202504 *       554 * 729257203 *
*  4408214 *    202504 *       561 * 737193886 *
*  4408259 *    202504 *       562 * 737754544 *
*  4410026 *    202272 *      1042 * 1.146e+09 *
*  4410362 *    202305 *        97 *  91586810 *
*  4410402 *    202305 *        97 *  91529037 *
*  4410753 *    202305 *       104 *  98429331 *
*  4410773 *    202305 *       104 *  98922598 *
*  4413418 *    202272 *      1046 * 1.149e+09 *
*  4413639 *    202272 *      1052 * 1.155e+09 *
*  4414657 *    202504 *       302 * 405894470 *
*  4415500 *    202973 *       309 * 326992478 *
*  4416523 *    203002 *       465 * 624828579 *
*  4417862 *    202272 *      1071 * 1.172e+09 *
*  4418377 *    202478 *      1204 * 1.183e+09 *
*  4418796 *    202478 *      1218 * 1.194e+09 *
*  4420551 *    202504 *       784 * 979528325 *
*  4420697 *    202504 *       786 * 981085780 *
*  4421292 *    202973 *       953 * 864018645 *
*  4423062 *    203002 *       414 * 560041601 *
*  4425915 *    202299 *        72 *  24120730 *
*  4431379 *    202973 *       383 * 397874119 *
*  4433235 *    202272 *      1239 * 1.320e+09 *
*  4433867 *    202272 *      1251 * 1.330e+09 *
*  4437219 *    202972 *       109 * 160728543 *
*  4437621 *    202972 *       115 * 169353234 *
*  4438426 *    202272 *      1218 * 1.302e+09 *
*  4438936 *    202389 *       110 *  72502863 *
*  4440258 *    202478 *       211 * 228551038 *
*  4440770 *    202973 *       433 * 444157525 *
*  4441226 *    202973 *       533 * 532509963 *
*  4441785 *    202272 *      1306 * 1.376e+09 *
*  4442943 *    202478 *       482 * 530687034 *
*  4445063 *    202504 *      1431 * 1.602e+09 *
*  4445129 *    202504 *      1432 * 1.604e+09 *
*  4445557 *    202504 *      1448 * 1.617e+09 *
*  4447465 *    202272 *      1363 * 1.422e+09 *
*  4449336 *    202972 *       448 * 575364532 *
*  4451184 *    202272 *      1307 * 1.377e+09 *
*  4452357 *    202333 *        51 *  58909192 *
*  4454254 *    202973 *       936 * 852085899 *
*  4455849 *    202504 *       864 * 1.068e+09 *
*  4458384 *    202272 *      1359 * 1.419e+09 *
*  4458409 *    202272 *      1360 * 1.420e+09 *
*  4459829 *    202299 *       232 * 308737620 *
*  4460005 *    202299 *       234 * 312486859 *
*  4460363 *    202504 *       956 * 1.166e+09 *
*  4461756 *    203002 *       779 * 978993508 *
*  4462719 *    202272 *      1442 * 1.484e+09 *
*  4462836 *    202478 *       790 * 834363471 *
*  4464043 *    202972 *       239 * 333949479 *
*  4464473 *    202972 *       262 * 362761413 *
*  4466892 *    202328 *        82 *  77480030 *
*  4466992 *    202328 *        90 *  91663260 *
*  4468052 *    202973 *       732 * 696636038 *
*  4470513 *    202477 *        10 *  12377245 *
*  4473622 *    202299 *       100 *  76497334 *
*  4474194 *    202504 *       370 * 501240069 *
*  4475358 *    202504 *      1349 * 1.534e+09 *
*  4475996 *    202504 *      1364 * 1.546e+09 *
*  4476248 *    202299 *       104 *  83213625 *
*  4477690 *    202299 *       493 * 684923428 *
*  4478462 *    202299 *       377 * 528959590 *
*  4480022 *    203002 *       907 * 1.128e+09 *
*  4482411 *    202973 *       616 * 602941127 *
*  4485959 *    202478 *       908 * 939861365 *
*  4486882 *    202973 *      1233 * 1.053e+09 *
*  4488519 *    202299 *       170 * 199959272 *
*  4490994 *    202299 *       193 * 240404242 *
*  4491330 *    202299 *       184 * 224940675 *
*  4491587 *    202305 *       106 * 100248597 *
*  4492157 *    202305 *       139 * 131135459 *
*  4493676 *    202299 *       216 * 281659186 *
*  4495880 *    202504 *       597 * 777097121 *
*  4497499 *    202299 *       231 * 306762003 *
*  4497539 *    202299 *       231 * 306751479 *
*  4497755 *    202299 *       239 * 320078653 *
*  4501731 *    202299 *       283 * 389523430 *
*  4501914 *    202299 *       291 * 401536590 *
*  4503558 *    202504 *       145 * 156173564 *
*  4504531 *    203002 *       391 * 529458936 *
*  4506224 *    202299 *       474 * 659586515 *
*  4507593 *    202333 *       202 * 224993421 *
*  4508057 *    202333 *       229 * 252891609 *
*  4511640 *    202389 *       161 * 170548713 *
*  4511785 *    202389 *       162 * 173812422 *
*  4512096 *    202478 *       922 * 952277189 *
*  4512101 *    202478 *       922 * 952268479 *
*  4512438 *    202478 *      1068 * 1.076e+09 *
*  4513459 *    202299 *       444 * 620263526 *
*  4515289 *    202478 *       285 * 312455928 *
*  4515531 *    202478 *       289 * 317528836 *
*  4515586 *    202478 *       290 * 318882955 *
*  4515909 *    203002 *       765 * 961396653 *
*  4515998 *    203002 *       766 * 963315751 *
*  4517735 *    202299 *       344 * 480698078 *
*  4521851 *    202299 *       361 * 505153499 *
*  4522612 *    202504 *      1148 * 1.354e+09 *
*  4523373 *    202504 *      1610 * 1.743e+09 *
*  4524322 *    202973 *      1322 * 1.113e+09 *
*  4526678 *    202328 *       157 * 210522707 *
*  4526693 *    202328 *       157 * 209684850 *
*  4526704 *    202328 *       157 * 209792880 *
*  4527366 *    202328 *       127 * 155863323 *
*  4527774 *    202328 *       177 * 245910313 *
*  4529058 *    202504 *       387 * 523466833 *
*  4531418 *    202478 *        40 *  45945969 *
*  4531683 *    202478 *        44 *  49568129 *
*  4533177 *    202299 *       549 * 754639239 *
*  4533183 *    202299 *       549 * 753496879 *
*  4533332 *    202299 *       448 * 625319650 *
*  4534362 *    202973 *       798 * 748497520 *
*  4535659 *    203002 *      1419 * 1.635e+09 *
*  4537005 *    202299 *       542 * 745668697 *
*  4537411 *    202299 *       413 * 577997823 *
*  4538082 *    202314 *       192 * 250606131 *
*  4538091 *    202314 *       193 * 251655446 *
*  4539639 *    202478 *       508 * 557699618 *
*  4540871 *    202973 *      1037 * 923402700 *
*  4541389 *    202299 *       422 * 590535130 *
*  4546677 *    202504 *       499 * 664854280 *
*  4546860 *    202504 *       502 * 668631245 *
*  4547761 *    202972 *        98 * 145693142 *
*  4553697 *    202305 *        44 *  41970841 *
*  4554280 *    202305 *       296 * 270053666 *
*  4555032 *    202972 *       520 * 651424159 *
*  4555293 *    202972 *       535 * 667016587 *
*  4555766 *    202972 *       565 * 704030015 *
*  4556277 *    202973 *      1107 * 971324413 *
*  4556676 *    202973 *      1134 * 989085076 *
*  4557892 *    202305 *        57 *  53902697 *
*  4558391 *    202469 *       227 * 295129681 *
*  4559598 *    202469 *       246 * 329747234 *
*  4560082 *    202504 *       832 * 1.033e+09 *
*  4560515 *    202972 *       156 * 226039576 *
*  4561141 *    202972 *       177 * 254847972 *
*  4562156 *    202305 *        82 *  77521212 *
*  4562225 *    202305 *        84 *  79614769 *
*  4563239 *    202504 *      1098 * 1.306e+09 *
*  4563354 *    202504 *      1100 * 1.308e+09 *
*  4563842 *    202972 *       260 * 360037347 *
*  4564125 *    202972 *       279 * 383740784 *
*  4564335 *    202972 *       299 * 407664235 *
*  4566634 *    203002 *      1233 * 1.466e+09 *
*  4566739 *    202305 *       112 * 105746412 *
*  4566832 *    202305 *       114 * 107512443 *
*  4568652 *    202328 *       608 * 873325467 *
*  4569341 *    202504 *       707 * 893894213 *
*  4571716 *    202328 *       563 * 816959043 *
*  4571783 *    202328 *       586 * 846399593 *
*  4571994 *    202328 *       588 * 848341943 *
*  4573949 *    202504 *       324 * 437658478 *
*  4575494 *    202305 *       185 * 172980615 *
*  4575567 *    202305 *       187 * 174361531 *
*  4576209 *    202328 *       168 * 229804507 *
*  4578152 *    202478 *        36 *  40865928 *
*  4579436 *    202305 *       232 * 214262641 *
*  4584759 *    202328 *       512 * 751194362 *
*  4585533 *    202504 *      1457 * 1.624e+09 *
*  4585649 *    202504 *      1462 * 1.628e+09 *
*  4585819 *    202504 *      1468 * 1.632e+09 *
*  4588819 *    202328 *       312 * 468016210 *
*  4589284 *    202478 *       308 * 340168787 *
*  4592165 *    202478 *      1156 * 1.146e+09 *
*  4593462 *    202973 *      1173 * 1.014e+09 *
*  4600830 *    202504 *       872 * 1.078e+09 *
*  4602241 *    202314 *        89 *  57339766 *
*  4602505 *    202314 *        94 *  67487319 *
*  4602701 *    202314 *       134 * 144957497 *
*  4603718 *    202504 *      1563 * 1.707e+09 *
*  4604148 *    202504 *      1583 * 1.723e+09 *
*  4608471 *    202972 *       248 * 345829330 *
*  4612402 *    202504 *      1168 * 1.373e+09 *
*  4614096 *    202314 *       210 * 284095784 *
*  4614173 *    202314 *       210 * 283652707 *
*  4614835 *    202389 *       186 * 218437952 *
*  4619760 *    202314 *       242 * 343300055 *
*  4619891 *    202314 *       243 * 346177991 *
*  4620786 *    202314 *       253 * 363579817 *
*  4620985 *    202314 *       273 * 399040344 *
*  4621215 *    202314 *       276 * 403153537 *
*  4621968 *    202478 *      1163 * 1.151e+09 *
*  4623477 *    202314 *       265 * 384039593 *
*  4624897 *    203002 *      1171 * 1.406e+09 *
*  4625215 *    203002 *      1176 * 1.411e+09 *
*  4625241 *    203002 *      1177 * 1.412e+09 *
*  4631890 *    202504 *       718 * 904521006 *
*  4632274 *    203002 *      1013 * 1.244e+09 *
*  4634138 *    202328 *       104 * 115412784 *
*  4635411 *    202469 *       171 * 192114290 *
*  4636878 *    202504 *      1179 * 1.383e+09 *
*  4637416 *    202328 *       128 * 157369554 *
*  4640779 *    203002 *      1191 * 1.425e+09 *
*  4641684 *    202328 *       351 * 527580832 *
*  4643570 *    202972 *       180 * 258050186 *
*  4643822 *    202972 *       185 * 264171024 *
*  4644094 *    202972 *       190 * 271817990 *
*  4645671 *    202328 *       180 * 251633621 *
*  4646382 *    202972 *       540 * 673217984 *
*  4646987 *    202972 *       551 * 686949181 *
*  4648755 *    202328 *       203 * 291764548 *
*  4649696 *    202328 *       296 * 444452925 *
*  4650223 *    202328 *       298 * 446268935 *
*  4653581 *    202328 *       215 * 312590418 *
*  4656547 *    202389 *       165 * 179040500 *
*  4657638 *    202389 *       172 * 191103480 *
*  4658103 *    203002 *      1497 * 1.702e+09 *
*  4658186 *    203002 *      1505 * 1.708e+09 *
*  4660613 *    202504 *       151 * 166132941 *
*  4661081 *    202504 *       157 * 176497552 *
*  4662041 *    203002 *       812 * 1.018e+09 *
*  4663733 *    202469 *       297 * 416720159 *
*  4663790 *    202469 *       297 * 416403870 *
*  4668393 *    202389 *        98 *  50760880 *
*  4668439 *    202389 *        98 *  51297021 *
*  4669527 *    202477 *         9 *  11316431 *
*  4669702 *    202477 *       136 * 168048225 *
*  4670652 *    202328 *       396 * 591706819 *
*  4674755 *    202477 *        46 *  58856966 *
*  4674841 *    202477 *        49 *  61693518 *
*  4674948 *    202477 *        50 *  62994196 *
*  4675418 *    202477 *        54 *  67724558 *
*  4676282 *    202973 *       106 * 118631434 *
*  4677292 *    202328 *       427 * 635700169 *
*  4680357 *    202328 *       466 * 689365786 *
*  4681004 *    202472 *        22 *  31732592 *
*  4682038 *    202472 *        39 *  56607908 *
*  4683086 *    203002 *       104 *  95721854 *
*  4683725 *    202328 *       485 * 715425318 *
*  4684212 *    202328 *       488 * 719457927 *
*  4684786 *    202333 *       108 * 123425850 *
*  4685088 *    202333 *        96 * 109161036 *
*  4685376 *    202333 *       100 * 114160763 *
*  4685629 *    202333 *       104 * 118257133 *
*  4689056 *    202504 *        83 *  44213098 *
*  4692130 *    202478 *       302 * 332742543 *
*  4692651 *    202973 *       562 * 557499784 *
*  4695575 *    202333 *        39 *  45423361 *
*  4696016 *    202333 *       219 * 242584997 *
*  4696318 *    202333 *       223 * 247156146 *
*  4696415 *    202333 *       232 * 256750938 *
*  4697053 *    202972 *       475 * 604398454 *
*  4697655 *    203002 *       599 * 784048148 *
*  4699464 *    202333 *       178 * 199331815 *
*  4701774 *    203002 *      1353 * 1.576e+09 *
*  4704283 *    202504 *       684 * 870930518 *
*  4704452 *    202504 *       688 * 874959207 *
*  4707207 *    202333 *       171 * 192066782 *
*  4707633 *    202333 *       172 * 193093226 *
*  4708218 *    202504 *       162 * 186038125 *
*  4708430 *    202504 *       164 * 188258263 *
*  4714718 *    202389 *        86 *  27205967 *
*  4716299 *    202478 *       762 * 809061726 *
*  4716473 *    202478 *       765 * 811159134 *
*  4718159 *    202389 *       147 * 144825758 *
*  4718710 *    202389 *       192 * 228770062 *
*  4721133 *    202469 *        99 *  54276595 *
*  4721152 *    202469 *        99 *  54908840 *
*  4721399 *    202469 *       135 * 122135662 *
*  4722547 *    202504 *       211 * 266876663 *
*  4723469 *    202504 *       207 * 260529727 *
*  4724011 *    202973 *       194 * 211866525 *
*  4724589 *    202469 *       116 *  86402649 *
*  4724688 *    202469 *       118 *  91006268 *
*  4725795 *    202504 *      1512 * 1.668e+09 *
*  4725800 *    202504 *      1512 * 1.668e+09 *
*  4728336 *    202973 *       729 * 694135851 *
*  4729717 *    202469 *       346 * 495579536 *
*  4730217 *    202972 *       154 * 223242874 *
*  4730476 *    202972 *       167 * 241099756 *
*  4731456 *    203002 *      1204 * 1.438e+09 *
*  4734137 *    202973 *      1374 * 1.167e+09 *
*  4735226 *    203002 *       936 * 1.161e+09 *
*  4735667 *    203002 *       944 * 1.169e+09 *
*  4735928 *    202469 *       197 * 241718146 *
*  4738265 *    202472 *         9 *  12793010 *
*  4738943 *    202478 *       428 * 473482557 *
*  4739117 *    202478 *       430 * 475196464 *
*  4740213 *    202469 *       211 * 266337836 *
*  4741970 *    202478 *       370 * 409054777 *
*  4742697 *    202504 *       882 * 1.088e+09 *
*  4743056 *    202504 *       902 * 1.109e+09 *
*  4743071 *    202504 *       902 * 1.109e+09 *
*  4743466 *    202469 *       264 * 360903376 *
*  4743516 *    202469 *       264 * 361087650 *
*  4744610 *    202469 *       272 * 373631655 *
*  4745205 *    202478 *       594 * 646288292 *
*  4745358 *    202478 *       597 * 648996941 *
*  4748124 *    202972 *       594 * 737014183 *
*  4748732 *    203002 *      1494 * 1.699e+09 *
*  4748958 *    203002 *      1500 * 1.704e+09 *
*  4748962 *    203002 *      1501 * 1.705e+09 *
*  4753903 *    202469 *       335 * 477030027 *
*  4756064 *    202504 *      1466 * 1.631e+09 *
*  4756163 *    202504 *      1476 * 1.639e+09 *
*  4758429 *    202504 *       134 * 138118208 *
*  4760601 *    202472 *        42 *  59841817 *
*  4761219 *    202472 *       101 * 142618499 *
*  4761782 *    202472 *        52 *  74739657 *
*  4763183 *    203002 *      1572 * 1.764e+09 *
*  4763692 *    203002 *      1593 * 1.781e+09 *
*  4764936 *    202472 *        72 * 102644342 *
*  4767581 *    202973 *       417 * 428968885 *
*  4768542 *    202472 *        99 * 140339078 *
*  4770982 *    202504 *       469 * 628133968 *
*  4771631 *    202973 *        10 *  11621152 *
*  4771833 *    202973 *        14 *  15829114 *
*  4772745 *    202472 *        96 * 136448484 *
*  4778310 *    202973 *        23 *  26286054 *
*  4778864 *    203002 *       744 * 940315073 *
*  4779227 *    202477 *        70 *  88240952 *
*  4779720 *    202477 *        78 *  97876616 *
*  4780269 *    202477 *        93 * 116067558 *
*  4783520 *    202477 *        94 * 118072384 *
*  4785861 *    203002 *       690 * 883733051 *
*  4785912 *    203002 *       690 * 884425601 *
*  4786266 *    203002 *       706 * 900631551 *
*  4786554 *    203002 *       692 * 886509984 *
*  4786915 *    203002 *       701 * 895476484 *
*  4787669 *    202478 *       137 * 151838417 *
*  4788539 *    202478 *        13 *  13966888 *
*  4789981 *    202973 *       469 * 476740045 *
*  4790434 *    202478 *        17 *  18781508 *
*  4790672 *    202478 *        24 *  26901044 *
*  4791421 *    202478 *        51 *  57443034 *
*  4792004 *    202478 *       117 * 131166329 *
*  4795107 *    202478 *        71 *  80087655 *
*  4795244 *    202478 *        76 *  85774138 *
*  4796566 *    202504 *       337 * 456589464 *
*  4796744 *    202504 *       339 * 458606351 *
*  4797290 *    202504 *       319 * 430127887 *
*  4797353 *    202478 *        80 *  90653023 *
*  4797600 *    202478 *        85 *  96158555 *
*  4797786 *    202478 *        89 * 100549500 *
*  4798651 *    202478 *       109 * 122342826 *
*  4798683 *    202478 *       110 * 123361454 *
*  4799747 *    202504 *       290 * 388364356 *
*  4799798 *    202504 *       297 * 399739850 *
*  4800647 *    203002 *       995 * 1.225e+09 *
*  4800739 *    202478 *       218 * 235108120 *
*  4801794 *    202478 *       451 * 498555820 *
*  4803371 *    203002 *       117 * 118687559 *
*  4803627 *    203002 *       122 * 128334921 *
*  4804170 *    203002 *        91 *  74204887 *
*  4805433 *    202504 *       108 *  90909732 *
*  4807800 *    202972 *       426 * 550854479 *
*  4809013 *    202478 *       247 * 268357309 *
*  4809159 *    203002 *       286 * 383835938 *
*  4811153 *    203002 *      1323 * 1.549e+09 *
*  4811619 *    203002 *      1332 * 1.558e+09 *
*  4811717 *    203002 *      1335 * 1.560e+09 *
*  4811996 *    202478 *       316 * 348830802 *
*  4812012 *    202478 *       316 * 348608450 *
*  4812122 *    202478 *       325 * 359021375 *
*  4812372 *    202478 *       329 * 363719625 *
*  4815337 *    202973 *       681 * 656300576 *
*  4815560 *    202973 *       689 * 662023179 *
